id,CARMA,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File,Scaled Capacity
165,Peccia sambuco,,Sambuco peccia,Peccia sambuco,Switzerland,Hydro,Pumped Storage,54.0,46.6704712888,8.15116329004,"BFE, Switzerland Power Plant.csv",36.7757941334
166,Tenero,,Verzasca tenero,Tenero centrale di dotazione,Switzerland,Hydro,Run-Of-River,4.25,46.181546599,8.85217085538,"BFE, Switzerland Power Plant.csv",2.89439120494
167,Campocologno,,Campocologno,Campocologno,Switzerland,Hydro,Reservoir,51.62,46.4327086335,9.8566786965,"BFE, Switzerland Power Plant.csv",35.1549350586
168,Ladral,,Ladral,Ladral,Switzerland,Hydro,Run-Of-River,5.6,46.772545367,9.11363545703,"BFE, Switzerland Power Plant.csv",3.81378605828
169,Plons,,Plons,Plons,Switzerland,Hydro,Run-Of-River,4.5,47.0498102819,9.41159493338,"BFE, Switzerland Power Plant.csv",3.06464951112
170,Massaboden,,Massaboden,Massaboden,Switzerland,Hydro,Run-Of-River,8.2,46.3414987658,7.98901258672,"BFE, Switzerland Power Plant.csv",5.58447244248
171,Ritom sbb,,Ritom,Ritom,Switzerland,Hydro,Reservoir,44.0,46.547420355,8.20991692136,"BFE, Switzerland Power Plant.csv",29.9654618865
172,Vernayaz,,Vernayaz cff,Vernayaz cff,Switzerland,Hydro,Reservoir,92.0,46.1349379341,7.03752198136,"BFE, Switzerland Power Plant.csv",62.6550566717
173,Amsteg,,Amsteg,Amsteg regulierzentrale,Switzerland,Hydro,Run-Of-River,121.73,47.0053052704,8.54985497929,"BFE, Switzerland Power Plant.csv",82.9021744418
174,Lavey,,Lavey,Lavey,Switzerland,Hydro,Run-Of-River,90.0,46.6146197246,7.783523871,"BFE, Switzerland Power Plant.csv",61.2929902223
175,Orsieres,,Orsières,Orsières,Switzerland,Hydro,Run-Of-River,26.4,46.334094629,7.54454676668,"BFE, Switzerland Power Plant.csv",17.9792771319
176,Lizun,,Lizun,Lizun,Switzerland,Hydro,Run-Of-River,6.6,46.3806401186,9.65796327585,"BFE, Switzerland Power Plant.csv",4.49481928297
177,Islas,,Islas,Islas,Switzerland,Hydro,Run-Of-River,4.69,46.5056195848,9.85728901713,"BFE, Switzerland Power Plant.csv",3.19404582381
178,Lobbia forno,,Fornowerk löbbia,Löbbia forno,Switzerland,Hydro,Run-Of-River,9.0,46.3749522123,9.65890088302,"BFE, Switzerland Power Plant.csv",6.12929902223
179,Tiefencastel ost,,Tiefencastel ost,Tiefencastel ost,Switzerland,Hydro,Reservoir,52.0,46.8504175289,8.48234233718,"BFE, Switzerland Power Plant.csv",35.413727684
180,Lobbia albigna,,Albignawerk löbbia,Löbbia albigna,Switzerland,Hydro,Reservoir,86.1,46.7554458215,9.12367690272,"BFE, Switzerland Power Plant.csv",58.636960646
181,Bisisthal,,Bisisthal,Bisisthal,Switzerland,Hydro,Run-Of-River,15.8,46.9466216843,8.82799774611,"BFE, Switzerland Power Plant.csv",10.7603249501
182,Rheinau ch,,Rheinau,Rheinau,Switzerland,Hydro,Run-Of-River,36.8,47.2051686186,9.37614628906,"BFE, Switzerland Power Plant.csv",25.0620226687
183,Tiefencastel west,,Tiefencastel west,Tiefencastel west,Switzerland,Hydro,Run-Of-River,26.0,46.8224658289,8.23186148719,"BFE, Switzerland Power Plant.csv",17.706863842
184,Solis,,Solis,Solis,Switzerland,Hydro,Run-Of-River,7.3,46.6819220936,9.52521300017,"BFE, Switzerland Power Plant.csv",4.97154254025
185,Bondo,,Bondo,Bondo,Switzerland,Hydro,Run-Of-River,6.9,46.3339963909,9.55121328995,"BFE, Switzerland Power Plant.csv",4.69912925038
186,Sand plessur,,Plessurwerk,Sand plessur,Switzerland,Hydro,Run-Of-River,9.4,46.8404306281,9.54250541843,"BFE, Switzerland Power Plant.csv",6.40171231211
187,Schiffenen,,Schiffenen,Schiffenen,Switzerland,Hydro,Reservoir,71.0,46.9006628023,8.09579216811,"BFE, Switzerland Power Plant.csv",48.3533589532
188,Rossens hauterive,,Hauterive,Hauterive,Switzerland,Hydro,Reservoir,69.7,47.1679346844,8.1186651272,"BFE, Switzerland Power Plant.csv",47.4680157611
189,Chatelot,,Le châtelot,Le châtelot centr. dotation,Switzerland,Hydro,Run-Of-River,32.6,47.1602444734,7.1799582787,"BFE, Switzerland Power Plant.csv",22.201683125
190,Broc,,Broc,Broc,Switzerland,Hydro,Run-Of-River,25.0,46.8336638112,7.59122882636,"BFE, Switzerland Power Plant.csv",17.0258306173
191,Luzzone,,Luzzone,Luzzone,Switzerland,Hydro,Run-Of-River,20.0,46.565256077,8.96078316021,"BFE, Switzerland Power Plant.csv",13.6206644938
192,Combe garot,,Combe garot,Combe garot,Switzerland,Hydro,Run-Of-River,4.86,46.9623191064,6.79639758751,"BFE, Switzerland Power Plant.csv",3.309821472
193,Cavaglia,,Cavaglia,Cavaglia,Switzerland,Hydro,Reservoir,8.3,46.3680968766,10.0363058541,"BFE, Switzerland Power Plant.csv",5.65257576495
194,Robbia,,Robbia,Robbia,Switzerland,Hydro,Reservoir,27.0,46.3482642227,10.0610921706,"BFE, Switzerland Power Plant.csv",18.3878970667
195,Klosters,,Klosters,Klosters,Switzerland,Hydro,Reservoir,17.0,46.861014512,9.89557404649,"BFE, Switzerland Power Plant.csv",11.5775648198
196,Tierfehd limmern,,Tierfehd limmern,Tierfehd limmern,Switzerland,Hydro,Reservoir,261.0,47.0364937218,8.71774562449,"BFE, Switzerland Power Plant.csv",177.749671645
197,Schwanden sernf rb,,Sernf,Schwanden sernf,Switzerland,Hydro,Run-Of-River,15.7,46.9957286985,9.08713105463,"BFE, Switzerland Power Plant.csv",10.6922216277
198,Rupperswil auenstein,,Rupperswil auenstein,Rupperswil,Switzerland,Hydro,Run-Of-River,41.74,47.4111686439,8.11449882213,"BFE, Switzerland Power Plant.csv",28.4263267987
199,Wildegg brugg,,Wildegg brugg,Wildegg brugg,Switzerland,Hydro,Run-Of-River,57.1,47.2959614722,7.85316867219,"BFE, Switzerland Power Plant.csv",38.8869971299
200,Fatschbach,,Fätschbach,Fätschbach,Switzerland,Hydro,Run-Of-River,15.0,46.915510447,8.98790156154,"BFE, Switzerland Power Plant.csv",10.2154983704
201,Maigrauge oelberg,,Oelberg,Oelberg,Switzerland,Hydro,Reservoir,18.3,46.8017059504,7.1673408094,"BFE, Switzerland Power Plant.csv",12.4629080119
202,Chanrion new,,Chanrion,Chanrion,Switzerland,Hydro,Run-Of-River,30.0,45.99977203,7.35062083304,"BFE, Switzerland Power Plant.csv",20.4309967408
203,Sarelli,,Sarelli,Sarelli,Switzerland,Hydro,Reservoir,90.0,47.1173482146,9.03801987744,"BFE, Switzerland Power Plant.csv",61.2929902223
204,Spina isola,,Spina isola,Spina isola,Switzerland,Hydro,Reservoir,20.9,46.431134362,9.20699910427,"BFE, Switzerland Power Plant.csv",14.2335943961
205,Tavanasa kvr,,Tavanasa kvr,Tavanasa kvr,Switzerland,Hydro,Reservoir,180.0,46.8669001101,9.09963406402,"BFE, Switzerland Power Plant.csv",122.585980445
206,Kappelerhof,,Kappelerhof,Kappelerhof,Switzerland,Hydro,Run-Of-River,7.0,47.4845539139,8.29283192528,"BFE, Switzerland Power Plant.csv",4.76723257285
207,Tremorgio,,Tremorgio,Tremorgio,Switzerland,Hydro,Reservoir,10.0,46.4902114363,8.73670424626,"BFE, Switzerland Power Plant.csv",6.81033224692
208,Morobbia,,Morobbia,Morobbia,Switzerland,Hydro,Run-Of-River,15.5,46.1680636081,9.01689952707,"BFE, Switzerland Power Plant.csv",10.5560149827
209,Lotschen,,Lötschen,Lötschen,Switzerland,Hydro,Run-Of-River,122.0,46.6832309232,8.58178405217,"BFE, Switzerland Power Plant.csv",83.0860534125
210,Rhone chippis,,Chippis rhône,Chippis rhône,Switzerland,Hydro,Run-Of-River,88.0,46.7997243856,8.41561163317,"BFE, Switzerland Power Plant.csv",59.9309237729
211,Tannuwald,,Tannuwald,Tannuwald,Switzerland,Hydro,Run-Of-River,5.2,46.1499409889,8.10793668693,"BFE, Switzerland Power Plant.csv",3.5413727684
212,Schwanden niederenbach,,Niederenbach,Schwanden niederenbach,Switzerland,Hydro,Reservoir,28.2,46.9957286985,9.08713105463,"BFE, Switzerland Power Plant.csv",19.2051369363
213,Sils khr,,Sils,Sils khr,Switzerland,Hydro,Reservoir,273.0,46.9807700383,9.1590273943,"BFE, Switzerland Power Plant.csv",185.922070341
214,Hopflauenen leimboden,,Hopflauenen leimboden,Hopflauenen leimboden,Switzerland,Hydro,Run-Of-River,6.0,46.715113414,8.27751698219,"BFE, Switzerland Power Plant.csv",4.08619934815
215,Birsfelden,,Birsfelden,Birsfelden,Switzerland,Hydro,Run-Of-River,100.0,47.4749669684,7.49802505278,"BFE, Switzerland Power Plant.csv",68.1033224692
216,Engeweiher,,Engeweiher,Engeweiher,Switzerland,Hydro,Pumped Storage,5.3,47.6934840779,8.63043555306,"BFE, Switzerland Power Plant.csv",3.60947609087
217,Muttsee,,Muttsee,Muttsee,Switzerland,Hydro,Reservoir,4.4,46.8464330851,9.01279515584,"BFE, Switzerland Power Plant.csv",2.99654618865
218,Ruchlig,,Rüchlig hkw,Rüchlig,Switzerland,Hydro,Run-Of-River,12.05,47.3997456678,8.0498397695,"BFE, Switzerland Power Plant.csv",8.20645035754
219,Heiligkreuz,,Heiligkreuz,Heiligkreuz,Switzerland,Hydro,Run-Of-River,41.0,46.301535831,7.56448809279,"BFE, Switzerland Power Plant.csv",27.9223622124
220,Ruppoldingen,,Ruppoldingen,Ruppoldingen,Switzerland,Hydro,Run-Of-River,23.0,47.072767728,8.58057893708,"BFE, Switzerland Power Plant.csv",15.6637641679
221,Mottec,,Mottec,Mottec,Switzerland,Hydro,Pumped Storage,71.0,46.395030269,7.72637351398,"BFE, Switzerland Power Plant.csv",48.3533589532
222,Pallazuit,,Pallazuit,Pallazuit,Switzerland,Hydro,Reservoir,40.0,46.7017490465,7.34574716598,"BFE, Switzerland Power Plant.csv",27.2413289877
223,Flumenthal,,Flumenthal,Flumenthal,Switzerland,Hydro,Run-Of-River,23.4,47.0461775074,9.01212494309,"BFE, Switzerland Power Plant.csv",15.9361774578
224,Neubrigg,,Neubrigg,Neubrigg,Switzerland,Hydro,Run-Of-River,26.0,46.7746389324,7.70367106362,"BFE, Switzerland Power Plant.csv",17.706863842
225,Palu ch,,Palü,Palü,Switzerland,Hydro,Reservoir,10.4,46.3900182161,10.0242813948,"BFE, Switzerland Power Plant.csv",7.0827455368
226,Tierfehd hintersand,,Tierfehd hintersand,Tierfehd hintersand,Switzerland,Hydro,Run-Of-River,42.0,46.8761153436,8.98702934899,"BFE, Switzerland Power Plant.csv",28.6033954371
227,Lontsch,,Am löntsch,Am löntsch,Switzerland,Hydro,Reservoir,89.1,46.7454789909,8.10543941677,"BFE, Switzerland Power Plant.csv",60.6800603201
228,Kubel,,Kubel,Kubel,Switzerland,Hydro,Run-Of-River,15.01,47.4019094764,9.32364063827,"BFE, Switzerland Power Plant.csv",10.2223087026
229,Erlenbach bkw,,Erlenbach,Erlenbach,Switzerland,Hydro,Run-Of-River,18.0,46.6568821564,7.54811891222,"BFE, Switzerland Power Plant.csv",12.2585980445
230,Simmenfluh,,Simmenfluh,Simmenfluh,Switzerland,Hydro,Run-Of-River,9.0,46.6727987868,7.62264084059,"BFE, Switzerland Power Plant.csv",6.12929902223
231,Ernen binn,,Ernen,Ernen,Switzerland,Hydro,Run-Of-River,34.0,47.0124439223,8.45525395482,"BFE, Switzerland Power Plant.csv",23.1551296395
232,Chanet,,Usine du chanet,Usine du chanet,Switzerland,Hydro,Run-Of-River,4.4,46.9592586149,6.82888645291,"BFE, Switzerland Power Plant.csv",2.99654618865
233,,,Montelimar,Montelimar,France,Hydro,Run-Of-River,295.0,44.59281,4.72593,"RTE, France Power Plant.csv",311.711182859
234,,,Saint pierre cognet,Saint pierre cognet,France,Hydro,Run-Of-River,223.0,44.87249,5.77319,"RTE, France Power Plant.csv",235.63252128
235,,,Vallabregues,Vallabregues,France,Hydro,Run-Of-River,210.0,43.82415,4.64349,"RTE, France Power Plant.csv",221.896096272
236,,,Aigle,Aigle,France,Hydro,Reservoir,360.0,45.24373,2.22483,"RTE, France Power Plant.csv",380.393307896
237,,,Val giuf,Val giuf,Switzerland,Hydro,Run-Of-River,1.5,46.6713364433,8.75072947495,"BFE, Switzerland Power Plant.csv",1.02154983704
238,,,Trun,Trun,Switzerland,Hydro,Run-Of-River,0.6,46.7435050176,8.98649363197,"BFE, Switzerland Power Plant.csv",0.408619934815
239,,,Dardin casut,Dardin casut,Switzerland,Hydro,Run-Of-River,0.4,46.7573816308,9.04999337816,"BFE, Switzerland Power Plant.csv",0.272413289877
240,,,Lunschania,Lunschania,Switzerland,Hydro,Run-Of-River,0.94,46.6601503473,9.18823038522,"BFE, Switzerland Power Plant.csv",0.640171231211
241,,,Bargaus,Bargaus,Switzerland,Hydro,Run-Of-River,2.82,46.7931455833,9.27364512391,"BFE, Switzerland Power Plant.csv",1.92051369363
242,,,Punt gronda segnas,Punt gronda segnas,Switzerland,Hydro,Run-Of-River,2.62,46.8384516549,9.26509335259,"BFE, Switzerland Power Plant.csv",1.78430704869
243,,,Punt gronda platt alva,Punt gronda platt alva,Switzerland,Hydro,Run-Of-River,0.64,46.8384516549,9.26509335259,"BFE, Switzerland Power Plant.csv",0.435861263803
244,,,Punt gronda tarschlims,Punt gronda tarschlims,Switzerland,Hydro,Run-Of-River,0.3,46.8384516549,9.26509335259,"BFE, Switzerland Power Plant.csv",0.204309967408
245,,,Stenna flims flembach,Stenna flims,Switzerland,Hydro,Run-Of-River,1.73,46.8337568535,9.28289622392,"BFE, Switzerland Power Plant.csv",1.17818747872
246,,,"Flims, felsbach karstwasser","Flims, felsbach karstwasser",Switzerland,Hydro,Run-Of-River,0.88,46.8340905068,9.31765249379,"BFE, Switzerland Power Plant.csv",0.599309237729
247,,,"Flims, felsbach bergwasser","Flims, felsbach bergwasser",Switzerland,Hydro,Run-Of-River,0.28,46.8340905068,9.31765249379,"BFE, Switzerland Power Plant.csv",0.190689302914
248,,,Mulin,Mulin,Switzerland,Hydro,Run-Of-River,1.6,46.833447951,9.34018135796,"BFE, Switzerland Power Plant.csv",1.08965315951
249,,,Nufenen,Nufenen,Switzerland,Hydro,Run-Of-River,0.3,46.5430537927,9.24795177052,"BFE, Switzerland Power Plant.csv",0.204309967408
250,,,Splügen tambobach,Splügen tambobach,Switzerland,Hydro,Run-Of-River,1.8,46.5459228175,9.30973326414,"BFE, Switzerland Power Plant.csv",1.22585980445
251,,,Preda bergün,Preda,Switzerland,Hydro,Run-Of-River,0.9,46.5874577736,9.77845017026,"BFE, Switzerland Power Plant.csv",0.612929902223
252,,,Frauenkirch,Frauenkirch,Switzerland,Hydro,Run-Of-River,0.7,46.7688686224,9.80558112281,"BFE, Switzerland Power Plant.csv",0.476723257285
253,,,Glaris,Glaris,Switzerland,Hydro,Run-Of-River,1.13,46.7360930283,9.77586865383,"BFE, Switzerland Power Plant.csv",0.769567543902
254,,,Stalvedro julia,Stalvedro julia,Switzerland,Hydro,Run-Of-River,0.65,46.4796105068,9.6452128901,"BFE, Switzerland Power Plant.csv",0.44267159605
255,,,Nandrò,Nandrò,Switzerland,Hydro,Run-Of-River,1.59,46.5681520979,9.5702754213,"BFE, Switzerland Power Plant.csv",1.08284282726
256,,,Rabiusawerk,Sand rabiusa,Switzerland,Hydro,Run-Of-River,0.71,46.8404306281,9.54250541843,"BFE, Switzerland Power Plant.csv",0.483533589532
257,,,Taschinas,Taschinas,Switzerland,Hydro,Run-Of-River,11.33,46.9828412314,9.64486330331,"BFE, Switzerland Power Plant.csv",7.71610643576
258,,,Igiser mülbach landquart,Landquart,Switzerland,Hydro,Run-Of-River,1.21,46.9570649025,9.57336009547,"BFE, Switzerland Power Plant.csv",0.824050201878
259,,,Ragaz,Ragaz,Switzerland,Hydro,Run-Of-River,0.7,47.0000948296,9.50115288825,"BFE, Switzerland Power Plant.csv",0.476723257285
260,,,Valeis,Valeis,Switzerland,Hydro,Run-Of-River,1.2,47.0232622307,9.44809505335,"BFE, Switzerland Power Plant.csv",0.817239869631
261,,,Grossbach,Grossbach,Switzerland,Hydro,Run-Of-River,0.7,47.0258051067,9.44161096561,"BFE, Switzerland Power Plant.csv",0.476723257285
262,,,Sevelen,Sevelen,Switzerland,Hydro,Run-Of-River,1.14,47.1209036183,9.48300188061,"BFE, Switzerland Power Plant.csv",0.776377876149
263,,,Buchs vorderberg,Vorderberg,Switzerland,Hydro,Run-Of-River,0.98,47.1490022349,9.44582705102,"BFE, Switzerland Power Plant.csv",0.667412560198
264,,,Buchs tobeläckerli,Tobeläckerli,Switzerland,Hydro,Run-Of-River,0.69,47.1562316902,9.46456548914,"BFE, Switzerland Power Plant.csv",0.469912925038
265,,,Buchs altendorf,Altendorf buchs,Switzerland,Hydro,Run-Of-River,3.56,47.1569967916,9.46710077053,"BFE, Switzerland Power Plant.csv",2.4244782799
266,,,Grabs bannwald,Bannwald,Switzerland,Hydro,Run-Of-River,0.74,47.17262767,9.41689346785,"BFE, Switzerland Power Plant.csv",0.503964586272
267,,,Grabs löchli,Löchli,Switzerland,Hydro,Run-Of-River,1.43,47.1757270944,9.43020364886,"BFE, Switzerland Power Plant.csv",0.97387751131
268,,,Lienz,Lienz,Switzerland,Hydro,Run-Of-River,0.35,47.2751747537,9.525398933,"BFE, Switzerland Power Plant.csv",0.238361628642
269,,,Montlingen,Montlingen,Switzerland,Hydro,Run-Of-River,0.37,47.3392405944,9.57926456954,"BFE, Switzerland Power Plant.csv",0.251982293136
270,,,Lochmühle,Lochmühle,Switzerland,Hydro,Run-Of-River,0.63,47.4603255412,9.43979811879,"BFE, Switzerland Power Plant.csv",0.429050931556
271,,,Morgental abwasser,Morgental,Switzerland,Hydro,Run-Of-River,1.2,47.5005666197,9.42790432392,"BFE, Switzerland Power Plant.csv",0.817239869631
272,,,Neuhausen,Neuhausen,Switzerland,Hydro,Run-Of-River,5.6,47.6798806585,8.61494656661,"BFE, Switzerland Power Plant.csv",3.81378605828
273,,,Giessen,Giessen,Switzerland,Hydro,Run-Of-River,1.9,47.2178452198,9.20939259186,"BFE, Switzerland Power Plant.csv",1.29396312692
274,,,Nesslau ijentalerbach,Nesslau ijentalerbach,Switzerland,Hydro,Run-Of-River,1.25,47.2216373141,9.18495516077,"BFE, Switzerland Power Plant.csv",0.851291530865
275,,,Herrentöbeli,Herrentöbeli,Switzerland,Hydro,Run-Of-River,0.91,47.2447757187,9.17791678684,"BFE, Switzerland Power Plant.csv",0.61974023447
276,,,Trempel,Trempel,Switzerland,Hydro,Run-Of-River,1.8,47.2494883643,9.16366835457,"BFE, Switzerland Power Plant.csv",1.22585980445
277,,,Im roos,Im roos,Switzerland,Hydro,Run-Of-River,0.86,47.2585402791,9.12960201415,"BFE, Switzerland Power Plant.csv",0.585688573235
278,,,"Stadtbrücke, lichtensteig","Stadtbrücke, lichtensteig",Switzerland,Hydro,Run-Of-River,0.57,47.3232416909,9.08494859192,"BFE, Switzerland Power Plant.csv",0.388188938075
279,,,Dietfurt,Dietfurt,Switzerland,Hydro,Run-Of-River,0.98,47.3444435336,9.08070597557,"BFE, Switzerland Power Plant.csv",0.667412560198
280,,,Soor,Soor,Switzerland,Hydro,Run-Of-River,0.98,47.3564409783,9.07842778781,"BFE, Switzerland Power Plant.csv",0.667412560198
281,,,Mülau,Mülau,Switzerland,Hydro,Run-Of-River,1.37,47.410872339,9.07811617053,"BFE, Switzerland Power Plant.csv",0.933015517828
282,,,Niederglatt gossau,Niederglatt,Switzerland,Hydro,Run-Of-River,0.35,47.4314001196,9.17553013871,"BFE, Switzerland Power Plant.csv",0.238361628642
283,,,Bischofszell,Bischofszell papierfabrik,Switzerland,Hydro,Run-Of-River,1.02,47.4930279409,9.23422119529,"BFE, Switzerland Power Plant.csv",0.694653889186
284,,,Seealp wasserauen,Wasserauen,Switzerland,Hydro,Reservoir,2.5,47.2807040389,9.42116368952,"BFE, Switzerland Power Plant.csv",1.70258306173
285,,,Rossfall,Rossfall,Switzerland,Hydro,Run-Of-River,0.38,47.2868596876,9.27779379793,"BFE, Switzerland Power Plant.csv",0.258792625383
286,,,Ew zürchersmühle,Zürchersmühle,Switzerland,Hydro,Run-Of-River,0.36,47.3318002224,9.29178339624,"BFE, Switzerland Power Plant.csv",0.245171960889
287,,,Sittertal,Sittertal,Switzerland,Hydro,Run-Of-River,0.46,47.410010524,9.32339732284,"BFE, Switzerland Power Plant.csv",0.313275283358
288,,,Burentobel,Burentobel,Switzerland,Hydro,Run-Of-River,0.3,47.4191628646,9.34135118586,"BFE, Switzerland Power Plant.csv",0.204309967408
289,,,Erlenholz,Erlenholz,Switzerland,Hydro,Run-Of-River,0.48,47.4572264157,9.36804900144,"BFE, Switzerland Power Plant.csv",0.326895947852
290,,,Thurfeld,Thurfeld,Switzerland,Hydro,Run-Of-River,1.7,47.5192647047,9.20708697249,"BFE, Switzerland Power Plant.csv",1.15775648198
291,,,Au schönenberg,Au schönenberg,Switzerland,Hydro,Run-Of-River,2.3,47.5239809806,9.18679102533,"BFE, Switzerland Power Plant.csv",1.56637641679
292,,,Thur,Thur,Switzerland,Hydro,Run-Of-River,0.7,47.5502758294,9.1427446335,"BFE, Switzerland Power Plant.csv",0.476723257285
293,,,Weinfelden model,Weinfelden model,Switzerland,Hydro,Run-Of-River,0.4,47.5608510601,9.1021506291,"BFE, Switzerland Power Plant.csv",0.272413289877
294,,,Weinfelden mühle,Weinfelden mühle,Switzerland,Hydro,Run-Of-River,0.4,47.5607188536,9.09882399502,"BFE, Switzerland Power Plant.csv",0.272413289877
295,,,Widen,Widen,Switzerland,Hydro,Run-Of-River,0.83,47.5647136507,9.07728471582,"BFE, Switzerland Power Plant.csv",0.565257576495
296,,,Murkart,Murkart,Switzerland,Hydro,Run-Of-River,0.34,47.5374877465,8.91438251912,"BFE, Switzerland Power Plant.csv",0.231551296395
297,,,"Schlossmühle, frauenfeld","Schlossmühle, frauenfeld",Switzerland,Hydro,Run-Of-River,0.31,47.5538872916,8.89796299427,"BFE, Switzerland Power Plant.csv",0.211120299655
298,,,Kollbrunn,Kollbrunn,Switzerland,Hydro,Run-Of-River,0.37,47.4592833018,8.76883185531,"BFE, Switzerland Power Plant.csv",0.251982293136
299,,,Sennhof,Sennhof,Switzerland,Hydro,Run-Of-River,0.47,47.4661750376,8.75613687859,"BFE, Switzerland Power Plant.csv",0.320085615605
300,,,Pfungen,Pfungen,Switzerland,Hydro,Run-Of-River,0.35,47.5214894015,8.64091948594,"BFE, Switzerland Power Plant.csv",0.238361628642
301,,,Freienstein,Freienstein,Switzerland,Hydro,Run-Of-River,0.6,47.528692361,8.58703091713,"BFE, Switzerland Power Plant.csv",0.408619934815
302,,,Trümpler,Trümpler,Switzerland,Hydro,Run-Of-River,0.42,47.3456402562,8.73992340849,"BFE, Switzerland Power Plant.csv",0.286033954371
303,,,Wunderklingen,Wunderklingen,Switzerland,Hydro,Run-Of-River,0.42,47.6978059267,8.4073779118,"BFE, Switzerland Power Plant.csv",0.286033954371
