id,Name,Fueltype,Technology,Set,Country,Capacity,YearCommissioned,lat,lon,File,projectID
2278,Picote Ii,Hydro,Run-Of-River,PP,Portugal,245.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WPICOTII-----K
2279,Fratel,Hydro,Run-Of-River,PP,Portugal,132.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16W-FRATEL-----A
2280,Regua,Hydro,Run-Of-River,PP,Portugal,180.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WREGUA-------O
2281,Hpp Lotru,Hydro,Reservoir,PP,Romania,509.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CHE-LOTR---A
2282,Tpp Rovinari,Lignite,,PP,Romania,1207.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-ROVI---Q
2283,Tpp Brazi,Natural Gas,,PP,Romania,220.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-BRAZ---Q
2284,Hpp Stejaru,Hydro,Reservoir,PP,Romania,208.4,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CHE-STEJ---C
2285,Tpp Galati,Natural Gas,,PP,Romania,346.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-GALA---G
2286,Wpp Stupina,Wind,,PP,Romania,177.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CEE-STUP---U
2287,Npp Cernavoda,Nuclear,,PP,Romania,1298.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CERNAVODA--E
2288,Hpp Portile De Fier Ii,Hydro,Run-Of-River,PP,Romania,245.4,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CHE-PDF2---5
2289,Tpp Iernut,Natural Gas,,PP,Romania,751.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-IERN---J
2290,Tpp Paroseni,Hard Coal,,PP,Romania,133.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-PARO---N
2291,Hpp Vidraru,Hydro,Reservoir,PP,Romania,219.4,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CHE-CORB---Q
2292,Tpp Borzesti,Natural Gas,,PP,Romania,194.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-BORZ---J
2293,Hpp Raul Mare,Hydro,Reservoir,PP,Romania,335.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CHE-RUIM---B
2294,Hpp Bradisoru,Hydro,Reservoir,PP,Romania,114.8,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CHE-BRAD---V
2295,Hpp Tismana,Hydro,Reservoir,PP,Romania,104.8,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CHE-TISM---J
2296,Tpp  Braila,Natural Gas,,PP,Romania,413.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-BRAI---0
2297,Tpp Bucuresti Sud,Natural Gas,,PP,Romania,280.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-BUCS---S
2298,Tpp Cccc Petrom Brazi,Natural Gas,,PP,Romania,860.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-PETROM-L
2299,Tpp Turceni,Lignite,,PP,Romania,1896.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-TURC---M
2300,Hpp Portile De Fier I,Hydro,Run-Of-River,PP,Romania,1161.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CHE-PDF1---A
2301,Wpp Crucea Nord,Wind,,PP,Romania,108.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CRUCEA-----N
2302,Hpp Ruieni,Hydro,Reservoir,PP,Romania,137.7,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CHE-RUIE---E
2303,Hpp Galceag,Hydro,Reservoir,PP,Romania,148.7,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CHE-GALC---C
2304,Tpp Govora,Lignite,,PP,Romania,176.7,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-GOVO---A
2305,Tpp Mintia,Hard Coal,,PP,Romania,1000.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-MINT---R
2306,Tpp Drobeta,Lignite,,PP,Romania,313.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-DROB---9
2307,Tpp Craiova,Lignite,,PP,Romania,262.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-CRAI---T
2308,Wpp Facaeni,Wind,,PP,Romania,129.7,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-FACAENI----J
2309,Tpp Progresu,Hard Coal,,PP,Romania,184.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-PROGR--Z
2310,Tpp Bucuresti Vest,Natural Gas,,PP,Romania,298.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-BUCV---D
2311,Hpp Mariselu,Hydro,Reservoir,PP,Romania,219.2,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CHE-MARI---9
2312,Hpp Sugag,Hydro,Reservoir,PP,Romania,149.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CHE-SUGAG--7
2313,Wpp Cogealac,Wind,,PP,Romania,246.2,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CEE-COGEA--T
2314,Tpp Isalnita,Lignite,,PP,Romania,595.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-ISAL---X
2315,Tpp Oradea,Lignite,,PP,Romania,170.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CET-ORAD---W
2316,Wpp Fantanele,Wind,,PP,Romania,338.9,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CEE-FANT---U
2317,Wpp Pantelimon,Wind,,PP,Romania,120.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",30W-CEE-PANT---O
2318,Messaure,Hydro,Reservoir,PP,Sweden,452.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000032W
2319,Ligga,Hydro,Reservoir,PP,Sweden,343.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000031Y
2320,Seitevare,Hydro,Reservoir,PP,Sweden,225.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000033U
2321,Gallejaur,Hydro,Reservoir,PP,Sweden,214.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000039I
2322,Porsi,Hydro,Reservoir,PP,Sweden,275.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000036O
2323,Letsi,Hydro,Reservoir,PP,Sweden,440.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000035Q
2324,Bastusel,Hydro,Reservoir,PP,Sweden,100.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000038K
2325,Laxede,Hydro,Reservoir,PP,Sweden,207.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000037M
2326,Porjus,Hydro,Reservoir,PP,Sweden,440.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000028N
2327,Vietas,Hydro,Reservoir,PP,Sweden,325.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000027P
2328,Harsprånget,Hydro,Reservoir,PP,Sweden,830.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000029L
2329,Ritsem,Hydro,Reservoir,PP,Sweden,320.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000026R
2330,Kvistforsen,Hydro,Run-Of-River,PP,Sweden,140.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000103Z
2331,Vargfors,Hydro,Reservoir,PP,Sweden,131.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000040X
2332,Krokströmmen ,Hydro,Run-Of-River,PP,Sweden,103.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU00000000210
2333,Blaiken,Wind,,PP,Sweden,150.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000068B
2334,Sällsjö,Hydro,Reservoir,PP,Sweden,160.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000066F
2335,Järnvägsforsen,Hydro,Run-Of-River,PP,Sweden,100.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000105V
2336,Korsselbränna,Hydro,Run-Of-River,PP,Sweden,130.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000104X
2337,Järpströmmen,Hydro,Reservoir,PP,Sweden,114.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000019O
2338,Olden (Oldå Og Långså),Hydro,Run-Of-River,PP,Sweden,112.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000106T
2339,Torpshammar,Hydro,Reservoir,PP,Sweden,110.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000052Q
2340,Bergeforsen,Hydro,Reservoir,PP,Sweden,160.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000051S
2341,Hölleforsen,Hydro,Reservoir,PP,Sweden,140.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000050U
2342,Ögonfägnaden,Wind,,PP,Sweden,105.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU00000001020
2343,Lasele,Hydro,Reservoir,PP,Sweden,140.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000044P
2344,Stalon,Hydro,Reservoir,PP,Sweden,133.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000043R
2345,Nämforsen,Hydro,Reservoir,PP,Sweden,113.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000046L
2346,Kilforsen,Hydro,Reservoir,PP,Sweden,275.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000045N
2347,Stornorrfors,Hydro,Reservoir,PP,Sweden,581.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000042T
2348,Tuggen,Hydro,Reservoir,PP,Sweden,105.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000041V
2349,Vindpark Björkhöjden,Wind,,PP,Sweden,144.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU00000000016
2350,Midskog,Hydro,Reservoir,PP,Sweden,155.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000048H
2351,Forsmo,Hydro,Reservoir,PP,Sweden,155.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000047J
2352,Stadsforsen,Hydro,Reservoir,PP,Sweden,132.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000049F
2353,Krångede,Hydro,Reservoir,PP,Sweden,250.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000085B
2354,Harrsele,Hydro,Run-Of-River,PP,Sweden,210.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",46WPU0000000080L
