id,CARMA,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
1528,Garsten ulrich,,,Garsten st. ulrich,Austria,Hydro,,38.0,47.7222349808,14.327545166,Verbund Power Plant.csv
1529,Grossraming,,,Großraming,Austria,Hydro,,72.0,47.8833333,14.55,Verbund Power Plant.csv
1530,West,,,West,Germany,Coal,,236.0,50.10459196,8.667682378,Germany Power Plants (conventional).csv
1531,Augsburg,,,Upm augsburg,Germany,Natural Gas,,90.0,48.3667354,10.8910152,Germany Power Plants (conventional).csv
1532,Mhkw mainz,,,Mhkw mainz,Germany,Waste,,15.6,49.9999976,8.2710674,Germany Power Plants (conventional).csv
1533,Malchin envia,,,Biomasse malchin,Germany,Waste,,10.0,53.7357982,12.77387655,Germany Power Plants (conventional).csv
1534,Robres,,,Robres,Spain,Wind,,24.0,41.86746,-0.460942,Spain Power Plants Over 10 MW.csv
1535,Tablado,,,Tablado,Spain,Wind,,19.8,41.71749,-1.810919,Spain Power Plants Over 10 MW.csv
1536,Tardienta,,,Tardienta,Spain,Wind,,93.7,41.977809,-0.537315,Spain Power Plants Over 10 MW.csv
1537,Urkilla,,,Elgea urkilla,Spain,Wind,,59.27,43.1,-2.6333333,Spain Power Plants Over 10 MW.csv
1538,Oiz bizkaia,,,Oiz,Spain,Wind,,25.5,43.1666667,-2.5666667,Spain Power Plants Over 10 MW.csv
1539,Ampliacion yerga,,,Yerga,Spain,Wind,,73.72,42.180324,-1.750164,Spain Power Plants Over 10 MW.csv
1540,Nuce,,,Cte nuce nord,Italy,Natural Gas,,514.0,37.11093045,15.2354568,Italy Power Plant.csv
1541,Stendal,,,Zellstoff stendal gmbh,Germany,Waste,,138.9,52.6750537536,12.0043202986,Germany Power Plants (conventional).csv
1542,Gottingen,,,Göttingen,Germany,Natural Gas,,18.8,51.53304685,9.9342692,Germany Power Plants (conventional).csv
1543,Ramfoss,,,Ramfoss,Norway,Hydro,,39.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv
1544,Humboldtstrasse,,,Humboldtstr.,Germany,Natural Gas,,31.0,54.3215022805,10.1360367476,Germany Power Plants (conventional).csv
1545,Hafen munster,,,Hafen,Germany,Natural Gas,,100.2,51.95017697,7.62691589215,Germany Power Plants (conventional).csv
1546,Schwerin,,,Schwerin süd,Germany,Natural Gas,,69.6,53.6291004242,11.4139839694,Germany Power Plants (conventional).csv
1547,Lankow,,,Schwerin lankow,Germany,Natural Gas,,23.9,53.6291004242,11.4139839694,Germany Power Plants (conventional).csv
1548,Bhkw obere viehweide,,,Bhkw obere viehweide,Germany,Natural Gas,,13.4,48.5231376958,9.05288624544,Germany Power Plants (conventional).csv
1549,Matfors,,,Matfors,Sweden,Hydro,,21.0,62.3760062,17.18261775,Sweden Power Plant.csv
1550,Bjolvo,,,Bjolvo,Norway,Hydro,,153.2,60.39299,5.32415,Norway Power Plants (ENTSOE) .csv
1551,Brattset,,,Brattset,Norway,Hydro,,92.0,62.8,9.9833333,Norway Power Plants (ENTSOE) .csv
1552,Gresslifoss,,,Gresslifoss,Norway,Hydro,,26.0,63.0833333,11.5,Norway Power Plants (ENTSOE) .csv
1553,Nyhamna,,,Rka nyhamna,Norway,Natural Gas,,253.0,62.85,6.9666667,Norway Power Plants (ENTSOE) .csv
1554,Maxau,,,Stora enso maxau,Germany,Waste,,89.1,49.00939505,8.39513495,Germany Power Plants (conventional).csv
1555,Bjorndalselva,,,Bjorndalselva,Norway,Hydro,,6.0,61.5166667,6.25,Norway Power Plants (ENTSOE) .csv
1556,Ovre svultingen,,,Ovre svultingen,Norway,Hydro,,5.0,61.22036,6.07494,Norway Power Plants (ENTSOE) .csv
1557,Hamm mva,,,Mva hamm,Germany,Waste,,18.04,51.6709764582,7.82128772944,Germany Power Plants (conventional).csv
1558,Paks,,,Paks,Hungary,Nuclear,,2000.0,46.5725,18.8541666667,EU Nuclear Power.csv
1559,Rugenberger damm,,,Mvr müllverwertung rugenberger damm gmbh & co. kg,Germany,Waste,,29.0,53.5501707,10.000327,Germany Power Plants (conventional).csv
1560,Trea leuna,,,Trea leuna,Germany,Waste,,33.55,51.32001525,12.0180874,Germany Power Plants (conventional).csv
1561,Konigs wusterhausen mvv,,,Bmkw königs wusterhausen,Germany,Waste,,20.0,52.3004310787,13.6287210674,Germany Power Plants (conventional).csv
1562,Bmkw mannheim,,,Bmkw mannheim,Germany,Waste,,20.0,49.48896215,8.4659791,Germany Power Plants (conventional).csv
1563,Mhkw mannheim,,,Mannheim,Germany,Waste,,103.9,49.48896215,8.4659791,Germany Power Plants (conventional).csv
1564,Sandreuth,,,Sandreuth,Germany,Natural Gas,,150.0,49.45082515,11.0728154,Germany Power Plants (conventional).csv
1565,Bremen hafen,,,Hafen,Germany,Waste,,33.0,53.0754876397,8.80746909505,Germany Power Plants (conventional).csv
1566,Erfurt ost,,,Erfurt ost,Germany,Natural Gas,,109.1,50.99751221,11.03444396,Germany Power Plants (conventional).csv
1567,Tafjord,,,Tafjord,Norway,Hydro,,319.0,62.0833333,5.8333333,Norway Power Plants (ENTSOE) .csv
1568,Alburejos,,,Alburejos,Spain,Wind,,10.0,36.456948,-5.927173,Spain Power Plants Over 10 MW.csv
1569,Pico collalbas,,,Pico collalbas,Spain,Wind,,30.0,39.8666667,-1.6333333,Spain Power Plants Over 10 MW.csv
1570,Klarsee,,,Bioenergie park klarsee,Germany,Waste,,20.0,53.32149365,14.25708565,Germany Power Plants (conventional).csv
1571,Neubrandenburg gud,,,Gud neubrandenburg,Germany,Natural Gas,,75.0,53.559469325,13.278078235,Germany Power Plants (conventional).csv
1572,Mynydd clogau,,,Mynydd clogau,United Kingdom,Wind,,14.45,52.40473915,-3.51946495,UK Power Plant.csv
1573,Ardrossan,,,Ardrossan extension,United Kingdom,Wind,,30.0,56.2181465375,-4.46032129771,UK Power Plant.csv
1574,Dalswinton,,,Dalswinton,United Kingdom,Wind,,30.0,55.9686188511,-3.89174836291,UK Power Plant.csv
1575,Lauta,,,Thermische abfallbehandlung lauta gmbh & co. ohg,Germany,Waste,,22.0,51.46085365,14.0808517,Germany Power Plants (conventional).csv
1576,Smavatna,,,Smavatna,Norway,Hydro,,23.0,69.9333333,21.7166667,Norway Power Plants (ENTSOE) .csv
1577,Tevla,,,Tevla,Norway,Hydro,,60.0,63.4,11.75,Norway Power Plants (ENTSOE) .csv
1578,Meraker,,,Meraker,Norway,Hydro,,108.0,63.41406,11.74298,Norway Power Plants (ENTSOE) .csv
1579,Bogna,,,Bogna,Norway,Hydro,,60.0,64.3833333,11.4,Norway Power Plants (ENTSOE) .csv
1580,Aunfoss,,,Aunfoss,Norway,Hydro,,36.0,64.6166667,12.5666667,Norway Power Plants (ENTSOE) .csv
1581,Lakshola,,,Lakshola,Norway,Hydro,,34.0,70.0086111,21.2544444,Norway Power Plants (ENTSOE) .csv
1582,Mosvik,,,Mosvik,Norway,Hydro,,46.0,63.8177,11.00581,Norway Power Plants (ENTSOE) .csv
1583,Hakvik,,,Hakvik,Norway,Hydro,,11.0,68.4,17.3166667,Norway Power Plants (ENTSOE) .csv
1584,Sildvik,,,Sildvik,Norway,Hydro,,75.0,68.7,15.0833333,Norway Power Plants (ENTSOE) .csv
1585,Vrangfoss,,,Vrangfoss,Norway,Hydro,,42.0,59.3,9.2166667,Norway Power Plants (ENTSOE) .csv
1586,Svandalsflona,,,Svandalsflona,Norway,Hydro,,20.0,59.85,6.9833333,Norway Power Plants (ENTSOE) .csv
1587,Kvanndal,,,Kvanndal,Norway,Hydro,,50.0,59.7333333,7.0333333,Norway Power Plants (ENTSOE) .csv
1588,Novle,,,Novle,Norway,Hydro,,50.0,59.8333333,6.9,Norway Power Plants (ENTSOE) .csv
1589,Froystul,,,Froystul,Norway,Hydro,,50.0,59.55,9.25,Norway Power Plants (ENTSOE) .csv
1590,Suldal,,,Suldal,Norway,Hydro,,350.0,59.6333333,6.8,Norway Power Plants (ENTSOE) .csv
1591,Nye tyin,,,Tyin,Norway,Hydro,,440.0,61.55,6.35,Norway Power Plants (ENTSOE) .csv
1592,Eidsfoss telemark,,,Eidsfoss,Norway,Hydro,,18.0,59.3,9.2166667,Norway Power Plants (ENTSOE) .csv
1593,Saheim,,,Saheim,Norway,Hydro,,206.0,59.55,9.25,Norway Power Plants (ENTSOE) .csv
1594,Moflat,,,Moflat,Norway,Hydro,,33.0,59.55,9.25,Norway Power Plants (ENTSOE) .csv
1595,Svelgfoss,,,Svelgfoss,Norway,Hydro,,111.0,59.55936,9.25853,Norway Power Plants (ENTSOE) .csv
1596,Roldal,,,Roldal,Norway,Hydro,,192.0,59.8166667,6.8,Norway Power Plants (ENTSOE) .csv
1597,Fortun,,,Fortun,Norway,Hydro,,278.82,61.5,7.6833333,Norway Power Plants (ENTSOE) .csv
1598,Vemork new,,,Vemork,Norway,Hydro,,224.0,59.55,9.25,Norway Power Plants (ENTSOE) .csv
1599,Havoygavlen,,,Havoygavlen,Norway,Wind,,40.0,69.5833333,18.1291667,Norway Power Plants (ENTSOE) .csv
1600,Bodenaya,,,Bodenaya,Spain,Wind,,18.0,43.403945,-6.316441,Spain Power Plants Over 10 MW.csv
1601,Tineo,,,Tineo,Spain,Wind,,44.0,43.337651,-6.414516,Spain Power Plants Over 10 MW.csv
1602,Nufri,,,Nufri,Spain,Natural Gas,,19.42,41.6333333,0.9,Spain Power Plants Over 10 MW.csv
1603,Naddvik,,,Naddvik,Norway,Hydro,,118.0,61.2,7.6166667,Norway Power Plants (ENTSOE) .csv
1604,Lysbotn,,,Lysbotn,Norway,Hydro,,6.0,69.3833333,17.8333333,Norway Power Plants (ENTSOE) .csv
1605,Bergsbotn,,,Bergsbotn,Norway,Hydro,,10.0,69.4333333,17.4666667,Norway Power Plants (ENTSOE) .csv
1606,Dividalen,,,Dividalen,Norway,Hydro,,30.0,68.9333333,19.5166667,Norway Power Plants (ENTSOE) .csv
1607,Lavkajakka,,,Lavkajohka,Norway,Hydro,,10.0,69.25,20.583333,Norway Power Plants (ENTSOE) .csv
1608,Soa,,,Soa,Norway,Hydro,,45.0,63.29057,9.08909,Norway Power Plants (ENTSOE) .csv
1609,Haen,,,Haen,Norway,Hydro,,30.0,64.2666667,10.5833333,Norway Power Plants (ENTSOE) .csv
1610,Bessakerfjellet,,,Bessakerfjellet,Norway,Wind,,58.0,63.35,9.2666667,Norway Power Plants (ENTSOE) .csv
1611,Tussa,,,Tussa,Norway,Hydro,,64.0,62.8666667,7.55,Norway Power Plants (ENTSOE) .csv
1612,Karcherstrasse,,,Karcherstr. coal,Germany,Coal,,13.4,49.4466087,7.75949755,Germany Power Plants (conventional).csv
1613,Fulda ic,,,Fulda,Germany,Oil,,24.8,50.5518826624,9.67584476391,Germany Power Plants (conventional).csv
1614,Eid,,,Eid,Norway,Hydro,,11.0,60.6166667,10.5,Norway Power Plants (ENTSOE) .csv
1615,Torpa,,,Torpa,Norway,Hydro,,170.0,61.0,10.0333333,Norway Power Plants (ENTSOE) .csv
1616,Skjak,,,Skjak,Norway,Hydro,,35.0,61.8666667,8.3666667,Norway Power Plants (ENTSOE) .csv
1617,Lomen,,,Lomen,Norway,Hydro,,60.0,61.1333333,8.9333333,Norway Power Plants (ENTSOE) .csv
1618,Savalen,,,Savalen,Norway,Hydro,,78.0,62.10766,10.63073,Norway Power Plants (ENTSOE) .csv
1619,Hunderfossen,,,Hunderfossen,Norway,Hydro,,124.0,61.11514,10.46628,Norway Power Plants (ENTSOE) .csv
1620,Dokka,,,Dokka kr,Norway,Hydro,,50.0,60.84001,10.0618,Norway Power Plants (ENTSOE) .csv
1621,Bagn,,,Bagn,Norway,Hydro,,85.0,60.82249,9.55207,Norway Power Plants (ENTSOE) .csv
1622,Faslefoss,,,Faslefoss,Norway,Hydro,,20.0,60.9666667,9.3,Norway Power Plants (ENTSOE) .csv
1623,Framruste,,,Framruste,Norway,Hydro,,85.0,61.8666667,8.3666667,Norway Power Plants (ENTSOE) .csv
1624,Harpefossen,,,Harpefossen,Norway,Hydro,,100.0,61.5666667,9.9333333,Norway Power Plants (ENTSOE) .csv
1625,Ovre vinstra,,,Ovre vinstra,Norway,Hydro,,150.0,61.4666667,9.3666667,Norway Power Plants (ENTSOE) .csv
1626,Oyberget,,,Oyberget,Norway,Hydro,,109.0,61.9166667,8.0833333,Norway Power Plants (ENTSOE) .csv
1627,Einunna,,,Einunna,Norway,Hydro,,12.0,62.13246,9.9968,Norway Power Plants (ENTSOE) .csv
1628,Kirkby moor,,,Kirkby moor,United Kingdom,Wind,,5.0,53.2164811067,-1.78243552805,UK Power Plant.csv
1629,Neef,,,Neef,Germany,Hydro,,16.4,50.0952324,7.13589065,Germany Power Plants (conventional).csv
1630,Eltmann,,,Eltmann,Germany,Natural Gas,,57.0,49.96958415,10.66643655,Germany Power Plants (conventional).csv
1631,Worth,,,Wörth,Germany,Natural Gas,,61.65,49.0561894,8.2576755,Germany Power Plants (conventional).csv
1632,Duren,,,"Mt, düren",Germany,Other,,14.0,50.8015842,6.48270695,Germany Power Plants (conventional).csv
1633,Adrano,,,Paxareiras adrano,Spain,Wind,,21.6,42.823295044,-9.08912658691,Spain Power Plants Over 10 MW.csv
1634,Alentisque,,,Alentisque,Spain,Wind,,51.15,41.420588,-2.33189,Spain Power Plants Over 10 MW.csv
1635,Cantales,,,Cantales,Spain,Wind,,24.0,41.633616,-1.274399,Spain Power Plants Over 10 MW.csv
1636,Scout moor,,,Scout moor,United Kingdom,Wind,,65.0,52.9518811833,-1.38671313883,UK Power Plant.csv
1637,Namforsen,,,Namforsen,Sweden,Hydro,,115.0,63.5689026,16.95879145,Sweden Power Plant.csv
1638,Thyrow,,,Thyrow,Germany,Natural Gas,,300.0,52.240547325,13.2787591725,Germany Power Plants (conventional).csv
1639,Eemmeerdijk,,,Rachel carson eemmeerdijk,Netherlands,Wind,,19.0,52.3375597,5.4998722737,Netherlands Power Plant.csv
1640,Hohenwarte,,,Hohenwarte,Germany,Hydro,,382.75,50.6033062,11.48290445,Germany Power Plants (conventional).csv
1641,Gallejaur,,,Gallejuar,Sweden,Hydro,,220.0,64.9120576707,19.4815278053,Sweden Power Plant.csv
1642,Moabit,,,Moabit coal,Germany,Coal,,153.0,52.5207023326,13.3996949951,Germany Power Plants (conventional).csv
1643,Forsmo,,,Forsmo,Sweden,Hydro,,158.0,63.1666667,17.2666667,Sweden Power Plant.csv
1644,Ulketocht,,,Ulketocht,Netherlands,Wind,,6.0,35.4372424,-29.07508515,Netherlands Power Plant.csv
1645,Lasele,,,Lasele,Sweden,Hydro,,165.0,63.5689026,16.95879145,Sweden Power Plant.csv
1646,Uppsala,,,Uppsala,Sweden,Waste,CHP,130.0,59.8585015379,17.6454269886,Sweden Power Plant.csv
1647,Umluspen,,,Umluspen,Sweden,Hydro,,100.0,65.095904961,17.1173107624,Sweden Power Plant.csv
1648,Bastusel,,,Bastusel,Sweden,Hydro,,114.0,65.35,18.6166667,Sweden Power Plant.csv
1649,Porsi,,,Porsi,Sweden,Hydro,,282.0,66.4303768346,20.6243419647,Sweden Power Plant.csv
1650,Edinbane,,,Edinbane,United Kingdom,Wind,,41.4,56.3690855433,-3.65526644364,UK Power Plant.csv
1651,Hare bwl,,,Hare,United Kingdom,Wind,,6.0,52.6806535409,-1.69578540414,UK Power Plant.csv
1652,Stensele,,,Stensele,Sweden,Hydro,,54.0,65.0833333,17.1666667,Sweden Power Plant.csv
1653,Rusfors,,,Rusfors,Sweden,Hydro,,45.0,64.5953688552,18.6735069752,Sweden Power Plant.csv
1654,Ebs rostock,,,Ebs rostock,Germany,Waste,,20.0,54.0905710212,12.1345530464,Germany Power Plants (conventional).csv
1655,Leringsforsen,,,Leringsforsen,Sweden,Hydro,,9.0,62.5666667,16.4166667,Sweden Power Plant.csv
1656,Langed,,,Langed,Sweden,Hydro,,5.5,58.9166667,12.3,Sweden Power Plant.csv
1657,Vargfors,,,Vargfors,Sweden,Hydro,,136.0,64.9120576707,19.4815278053,Sweden Power Plant.csv
1658,Breuberg odenwald,,,Industriekraftwerk breuberg,Germany,Natural Gas,,11.4,49.82022205,9.031556,Germany Power Plants (conventional).csv
1659,Gabersdorf,,,Gabersdorf,Austria,Hydro,,14.5,46.7772222,15.5841667,Verbund Power Plant.csv
1660,Landl,,,Landl,Austria,Hydro,,25.0,47.65,14.7166667,Verbund Power Plant.csv
1661,Martin,,,St. martin,Austria,Hydro,,11.4,47.4466650226,15.2849006653,Verbund Power Plant.csv
1662,Bruck an der leitha,,,Wind park bruck an der leitha,Austria,Wind,,9.0,48.0166667,16.7666667,Verbund Power Plant.csv
1663,Altenmarkt,,,Altenmarkt,Austria,Hydro,,26.0,46.7666667,15.55,Verbund Power Plant.csv
1664,Triebenbach,,,Triebenbach,Austria,Hydro,,11.89,47.5,14.4666667,Verbund Power Plant.csv
1665,Perach,,,Perach,Germany,Hydro,,21.0,48.26668335,12.76668335,Germany Power Plants (conventional).csv
1666,Leinau,,,Dkw leinau,Germany,Oil,,13.996,47.9205014553,10.6263181035,Germany Power Plants (conventional).csv
1667,Vigelands,,,Vigeland,Norway,Hydro,,30.0,58.26936,7.97413,Norway Power Plants (ENTSOE) .csv
1668,Vikaelva,,,Vikaelva,Norway,Hydro,,6.0,59.7833333,6.1,Norway Power Plants (ENTSOE) .csv
1669,Coterejon,,,Coterejon,Spain,Wind,,18.0,40.453225,-4.464712,Spain Power Plants Over 10 MW.csv
1670,Bomlitz probis,,,Bomlitz,Germany,Natural Gas,,22.1,52.9016178,9.6545357,Germany Power Plants (conventional).csv
1671,Gallego,,,Villanueva galleg,Spain,Waste,,14.14,41.769165,-0.823496,Spain Power Plants Over 10 MW.csv
1672,Burghausen,,,Dampfkraftwerk bgh,Germany,Natural Gas,,203.4,48.1678265,12.83190745,Germany Power Plants (conventional).csv
1673,Entredicho,,,Entredicho,Spain,Wind,,36.0,41.342449,-0.959883,Spain Power Plants Over 10 MW.csv
1674,Cedillo,,,Cedillo,Spain,Hydro,,495.18,39.650989,-7.498171,Spain Power Plants Over 10 MW.csv
1675,Sobradelo,,,Sobradelo,Spain,Hydro,,44.25,42.527319,-8.008592,Spain Power Plants Over 10 MW.csv
1676,Munilla,,,Munilla lasanta,Spain,Wind,,46.0,42.188998,-2.295061,Spain Power Plants Over 10 MW.csv
1677,Ferreira,,,Ferreira,Spain,Wind,,49.5,37.1833333,-3.0666667,Spain Power Plants Over 10 MW.csv
1678,Stonebyres,,,Stonebyres,United Kingdom,Hydro,,6.0,56.22638895,-3.98202585,UK Power Plant.csv
1679,Rye house,,,Rye house,United Kingdom,Natural Gas,,715.0,51.9980932,-0.22693674185,UK Power Plant.csv
1680,Capiruza,,,"Capiruza mw, mw",Spain,Wind,,68.0,38.728796,-2.005001,Spain Power Plants Over 10 MW.csv
1681,Escombreras,,,Ctcc escombreras,Spain,Natural Gas,,2014.89,37.605121,-0.986232,Spain Power Plants Over 10 MW.csv
1682,Alcora cotasa,,,Cotasa,Spain,Natural Gas,,14.071,40.0666667,-0.2,Spain Power Plants Over 10 MW.csv
1683,Kendoon,,,Kendoon,United Kingdom,Hydro,,24.0,55.9298349005,-4.1274398532,UK Power Plant.csv
1684,Maranchon,,,Maranchon,Spain,Wind,,127.3,41.047537,-2.204818,Spain Power Plants Over 10 MW.csv
1685,Bolanos,,,Bolanos,Spain,Wind,,24.0,36.686454,-6.136063,Spain Power Plants Over 10 MW.csv
1686,Virgen llanos,,,Llanos,Spain,Wind,,92.65,39.8666667,-1.2166667,Spain Power Plants Over 10 MW.csv
1687,Canoneras,,,Canoneras,Spain,Wind,,32.3,43.38278,-4.002412,Spain Power Plants Over 10 MW.csv
1688,Cernadilla,,,Cernadilla,Spain,Hydro,,33.32,42.020834,-6.417007,Spain Power Plants Over 10 MW.csv
1689,Torrejon,,,Torrejon,Spain,Hydro,,130.36,39.770679,-6.012595,Spain Power Plants Over 10 MW.csv
1690,Retuerta,,,Retuerta,Spain,Wind,,38.0,37.507562,-7.270384,Spain Power Plants Over 10 MW.csv
1691,Malefaton,,,Malefaton modif. pot.,Spain,Wind,,49.5,39.8666667,-1.2166667,Spain Power Plants Over 10 MW.csv
1692,Rigged,,,Rigged,United Kingdom,Wind,,5.0,54.8536660461,-6.75708801196,UK Power Plant.csv
1693,Damhead creek,,,Damhead creek,United Kingdom,Natural Gas,,808.0,51.43954405,-0.19096292025,UK Power Plant.csv
1694,Burgo,,,"Serra do burgo kw,",Spain,Wind,,27.2,42.25,-7.3833333,Spain Power Plants Over 10 MW.csv
1695,Glenlee,,,Glenlee,United Kingdom,Hydro,,24.0,55.8635314409,-4.02094701876,UK Power Plant.csv
1696,Dolar,,,Dolar,Spain,Wind,,100.0,37.176599,-2.950238,Spain Power Plants Over 10 MW.csv
1697,Earlstoun,,,Earlstoun,United Kingdom,Hydro,,14.0,55.8635314409,-4.02094701876,UK Power Plant.csv
1698,Cruach mhor,,,Cruach mhor,United Kingdom,Wind,,30.0,56.4180556,-4.6153592,UK Power Plant.csv
1699,Cortijo linera,,,Cortijo linera,Spain,Wind,,28.0,38.114371,-2.571094,Spain Power Plants Over 10 MW.csv
1700,Cerro punta,,,Cuervo,Spain,Wind,,24.42,39.8666667,-1.2166667,Spain Power Plants Over 10 MW.csv
1701,Grado,,,Grado,Spain,Wind,,27.2,39.876994,-0.05583,Spain Power Plants Over 10 MW.csv
1702,Clodio,,,Clodio,Spain,Hydro,,19.57,42.4666667,-7.2833333,Spain Power Plants Over 10 MW.csv
1703,Esteban,,,Esteban,Spain,Hydro,,438.45,42.4171203547,-7.74982452393,Spain Power Plants Over 10 MW.csv
1704,Blackburn,,,Blackburn,United Kingdom,Natural Gas,,62.2,52.99351155,-1.47597405,UK Power Plant.csv
1705,Valbonilla,,,Valbonilla,Spain,Wind,,13.75,42.1984168601,-4.18686389923,Spain Power Plants Over 10 MW.csv
1706,Larouco,,,Larouco,Spain,Wind,,41.65,42.0635039979,-7.72459030151,Spain Power Plants Over 10 MW.csv
1707,Valdefuentes,,,Valdefuentes,Spain,Wind,,28.0,37.507562,-7.270384,Spain Power Plants Over 10 MW.csv
1708,Cerro calderon,,,Calderon,Spain,Wind,,85.5,39.40849,-2.201728,Spain Power Plants Over 10 MW.csv
1709,Sobron,,,Sobron,Spain,Hydro,,28.8,42.777751,-3.045774,Spain Power Plants Over 10 MW.csv
1710,Longannet,,,Longannet,United Kingdom,Coal,,2400.0,56.4175000445,-3.89827585,UK Power Plant.csv
1711,Pontenovo,,,Pontenovo,Spain,Hydro,,38.6,42.3833333,-7.2333333,Spain Power Plants Over 10 MW.csv
1712,Escalon,,,Escalon,Spain,Wind,,30.0,40.166902,-4.404839,Spain Power Plants Over 10 MW.csv
1713,Cabana,,,Cabana,Spain,Wind,,41.65,39.233956,-3.852476,Spain Power Plants Over 10 MW.csv
1714,Aranda michelin,,,Michelin aranda,Spain,Natural Gas,,31.866,41.6704114242,-3.68919610977,Spain Power Plants Over 10 MW.csv
1715,Hontalbila,,,Hontalbilla,Spain,Wind,,65.45,41.345515,-4.121494,Spain Power Plants Over 10 MW.csv
1716,Montefurado,,,Montefurado,Spain,Hydro,,44.29,42.476778,-7.27463,Spain Power Plants Over 10 MW.csv
1717,Cortes muela,,,Muela,Spain,Hydro,,1511.95,39.25,-0.9333333,Spain Power Plants Over 10 MW.csv
1718,Valladolid michelin,,,Michelin valladolid $$,Spain,Natural Gas,,47.845,41.655181,-4.72372,Spain Power Plants Over 10 MW.csv
1719,Labradas,,,Labradas fusionado re + re,Spain,Wind,,36.55,42.098301,-5.858016,Spain Power Plants Over 10 MW.csv
1720,Hedroso aciberos,,,Hedroso aciberos,Spain,Wind,,45.45,42.035687,-6.905408,Spain Power Plants Over 10 MW.csv
1721,Clares,,,Clares,Spain,Wind,,32.0,41.033654,-2.143398,Spain Power Plants Over 10 MW.csv
1722,Azutan,,,Azutan,Spain,Hydro,,198.01,39.809663,-5.147375,Spain Power Plants Over 10 MW.csv
1723,Greengate,,,Pilkington greengate,United Kingdom,Natural Gas,,10.0,52.8589847642,-1.35302459361,UK Power Plant.csv
1724,Escurrillo,,,Escurrillo,Spain,Wind,,49.5,42.214226,-2.164884,Spain Power Plants Over 10 MW.csv
1725,Canalejas,,,Canalejas,Spain,Wind,,18.7,39.85,-0.75,Spain Power Plants Over 10 MW.csv
1726,Saucito,,,Saucito,Spain,Wind,,30.25,37.548609,-7.114699,Spain Power Plants Over 10 MW.csv
1727,Clachan flats,,,Clachan flats,United Kingdom,Wind,,15.03,56.5208438475,-4.52609152509,UK Power Plant.csv
1728,Lafortunada cinqueta,,,Lafortunada cinqueta,Spain,Hydro,,41.4,42.574054,0.182409,Spain Power Plants Over 10 MW.csv
1729,Corkey,,,Corkey,United Kingdom,Wind,,5.0,54.845108075,-6.42338425485,UK Power Plant.csv
1730,Carsfad,,,Carsfad,United Kingdom,Hydro,,12.0,55.8635314409,-4.02094701876,UK Power Plant.csv
1731,Alarcon,,,C.h. alarcon,Spain,Hydro,,19.0,39.55,-2.0833333,Spain Power Plants Over 10 MW.csv
1732,Vitoria michelin,,,Neumaticos michelin vitoria,Spain,Natural Gas,,56.675,42.85,-2.6666667,Spain Power Plants Over 10 MW.csv
1733,Barazar,,,Barazar,Spain,Hydro,,83.2,43.1,-2.75,Spain Power Plants Over 10 MW.csv
1734,Las cabezas,,,Cabezas,Spain,Wind,,17.4,37.614274,-7.248783,Spain Power Plants Over 10 MW.csv
1735,Martin lugo,,,Martin,Spain,Hydro,,10.29,42.476778,-7.27463,Spain Power Plants Over 10 MW.csv
1736,Padornelo,,,Padornelo,Spain,Wind,,49.45,42.035687,-6.905408,Spain Power Plants Over 10 MW.csv
1737,Higueruela,,,Higueruela,Spain,Wind,,37.62,39.8666667,-1.2166667,Spain Power Plants Over 10 MW.csv
1738,Benageber,,,Benageber,Spain,Hydro,,19.0,39.7166667,-1.1,Spain Power Plants Over 10 MW.csv
1739,Tongland,,,Tongland,United Kingdom,Hydro,,33.0,55.9298349005,-4.1274398532,UK Power Plant.csv
1740,Holmen peninsular,,,Peninsular,Spain,Natural Gas,,59.5,40.284189,-3.794147,Spain Power Plants Over 10 MW.csv
1741,Andernach,,,Ihkw andernach,Germany,Waste,,13.65,49.2175439051,7.62726751764,Germany Power Plants (conventional).csv
1742,Reinset,,,Reinset,Norway,Hydro,,5.0,60.25,6.5666667,Norway Power Plants (ENTSOE) .csv
1743,Lances,,,Lances,Spain,Wind,,10.68,36.01393,-5.606949,Spain Power Plants Over 10 MW.csv
