id,Carma,Fias,Geo,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
2008,Puente Montanana,,,Puente Montanana,Spain,Hydro,,44.8,,,Spain Power Plants Over 10 MW.csv
2009,Careon,,,Careon,Spain,Wind,,18.0,,,Spain Power Plants Over 10 MW.csv
2010,Bowbeat,,,Bowbeat Emly Bank,United Kingdom,Wind,,31.2,56.7861112,-4.1140517,UK Power Plant.csv
2011,Altstafel,,,Altstafel,Switzerland,Hydro,,9.67,,,Switzerland Power Plant.csv
2012,Sia,,,Sima,Spain,Wind,,29.7,,,Spain Power Plants Over 10 MW.csv
2013,Mynydd Gorddu,,,Mynydd Gorddu,United Kingdom,Wind,,10.2,52.2928116,-3.7389299,UK Power Plant.csv
2014,Ffynnon Oer,,,Ffynnon Oer,United Kingdom,Wind,,32.0,52.2928116,-3.7389299,UK Power Plant.csv
2015,Bears Down,,,Bears Down,United Kingdom,Wind,,10.0,50.5947727,-1.9521986,UK Power Plant.csv
2016,Chanet,,,Usine Du Chanet,Switzerland,Hydro,,4.4,,,Switzerland Power Plant.csv
2017,Uzkita,,,Uzkita,Spain,Wind,,24.65,,,Spain Power Plants Over 10 MW.csv
2018,Sombrio,,,Sombrio,Spain,Wind,,28.0,,,Spain Power Plants Over 10 MW.csv
2019,Reppa,,,Reppa,Norway,Hydro,,12.0,,,Norway Power Plants (ENTSOE) .csv
2020,Robin Rigg,,,Robin Rigg East,United Kingdom,Wind,,180.0,56.7861112,-4.1140517,UK Power Plant.csv
2021,Holmside Hall,,,Holmside,United Kingdom,Wind,,6.0,50.5949824,-1.9518955,UK Power Plant.csv
2022,Kalvedalen,,,Kalvedalen,Norway,Hydro,,22.0,,,Norway Power Plants (ENTSOE) .csv
2023,Landau Ostbayer,,,Landau,Germany,Hydro,,13.5,48.6728179,12.6584737876,Germany Power Plants (conventional).csv
2024,Scharding Neuhaus,,,SchäRding Neuhaus,Austria,Hydro,,100.0,,,Verbund Power Plant.csv
2025,Long Park,,,Longpark,United Kingdom,Wind,,38.0,56.7861112,-4.1140517,UK Power Plant.csv
2026,Bicker,,,Bicker Fen,United Kingdom,Wind,,26.0,52.79657515,-0.671822206834,UK Power Plant.csv
2027,Kaupanger ,,,Kaupanger,Norway,Hydro,,6.0,,,Norway Power Plants (ENTSOE) .csv
2028,Novo Galicia,,,Novo,Spain,Wind,,18.75,,,Spain Power Plants Over 10 MW.csv
2029,St Fillans,,,St. Fillans,United Kingdom,Hydro,,21.0,56.7861112,-4.1140517,UK Power Plant.csv
2030,Glass Moor,,,Glass Moor,United Kingdom,Wind,,28.0,52.79657515,-0.671822206834,UK Power Plant.csv
2031,Krangede,Krangede,Krangede,,Sweden,Hydro,run-of-river/reservoir / Dam on river with reservoir,250.0,62.8947174286,16.4824107365,
2032,Alrance,Alrance,Alrance,,France,Hydro,Pumped Storage / Dam on a lake,14.5,44.1177636667,2.688042,energy_storage_exchange
2033,Rance,Rance tidal,Rance Tidal,,France,Hydro,Pumped Storage / Tidal,240.0,48.6148023333,-2.02612833333,energy_storage_exchange
2034,Argentat,Argentat,Argentat,,France,Hydro,Pumped Storage / Dam on river with reservoir,48.0,45.1001143333,1.94795633333,energy_storage_exchange
2035,Traengslet,Trängslet,Trängslet,,Sweden,Hydro,run-of-river/reservoir / Dam on river with reservoir,330.0,61.3886123333,13.7222238333,
2036,Sveg,Sveg,Sveg,,Sweden,Hydro,reservoir / Dam on river with reservoir,36.0,62.0234362165,14.2854643363,
2037,Porabka Zar,Porabka zar,Porabka Zar,,Poland,Hydro,Pumped Storage / Dam on river with reservoir/Pumped Storage Power Plant,512.6,49.7937546297,19.2116964856,energy_storage_exchange
2038,Zarnowiec,_arnowiec,Zarnowiec,,Poland,Hydro,Pumped Storage / Pumped Storage Power Plant,716.0,54.7600734685,18.072513682,energy_storage_exchange
2039,Dychow,Dychów,Dychow,,Poland,Hydro,Pumped Storage / Pumped Storage Power Plant,90.0,51.9882553089,15.0580718561,energy_storage_exchange
2040,Solina,Solina,Solina,,Poland,Hydro,Pumped Storage / Pumped Storage Power Plant,200.0,49.3968291723,22.4578865255,energy_storage_exchange
2041,Avce,Av_e,Avce,,Slovenia,Hydro,Pumped Storage / Pumped Storage Power Plant,185.0,46.0978443333,13.667026,energy_storage_exchange
2042,Torrao,Torrão,Torrao,,Portugal,Hydro,Pumped Storage / Pumped Storage Power Plant,146.0,41.0948556667,-8.25229733333,energy_storage_exchange
2043,Salamonde,Salamonde,Salamonde,,Portugal,Hydro,Pumped Storage / Dam on river with reservoir,42.0,41.6878393333,-8.09108666667,energy_storage_exchange
2044,Alto Rabagao,Alto rabagão,Alto Rabagao,,Portugal,Hydro,Pumped Storage / Dam on river with reservoir,68.0,41.747087,-7.85694,energy_storage_exchange
2045,Alqueva ,Alqueva,Alqueva,,Portugal,Hydro,Pumped Storage / Dam on river with reservoir,240.0,38.9880555667,-7.8099111,energy_storage_exchange
2046,Zydowo,_ydowo,Zydowo,,Poland,Hydro,Pumped Storage / Pumped Storage Power Plant,151.0,53.5316946667,16.7332516667,energy_storage_exchange
2047,Koralpe,Koralpe,Koralpe,,Austria,Hydro,Pumped Storage / Pumped Storage Power Plant,50.0,46.6874111,14.9597777667,energy_storage_exchange
2048,Kops ,Kops,Kops,,Austria,Hydro,Pumped Storage / Dam on a lake/Pumped Storage Power Plant,697.0,46.9798833333,10.0404372167,energy_storage_exchange
2049,Rodund,Rodundwerk,Rodund,,Austria,Hydro,Pumped Storage / Dam on a lake/Pumped Storage Power Plant,493.0,47.0859611,9.8815361,energy_storage_exchange
2050,Sfikia,Sfikia,Sfikia,,Greece,Hydro,Pumped Storage / Dam on river with reservoir,315.0,40.4228037,22.2386037,energy_storage_exchange
2051,Vianden,Vianden,Vianden Luxembourg,,Luxembourg,Hydro,Pumped Storage / Pumped Storage Power Plant,1296.0,49.9389333333,6.19576296667,energy_storage_exchange
2052,Niedzica,Niedzica,Niedzica,,Poland,Hydro,Pumped Storage / Pumped Storage Power Plant,92.8,49.4130932296,20.3185114583,energy_storage_exchange
2053,Innerfragant Wurten,Oschenik innerfragant,Innerfragant,,Austria,Hydro,Pumped Storage / Dam on a lake,108.0,47.0585,12.69045,energy_storage_exchange
2054,Kruonis,Kruonis & extension project,Kruonis Lithuania,,Lithuania,Hydro,Pumped Storage / Pumped Storage Power Plant,900.0,54.7995,24.24875,energy_storage_exchange
2055,Rifawerk,Rifawerk,Rifa,,Austria,Hydro,Pumped Storage / Water discharged from another project,7.0,46.97715,10.04165,energy_storage_exchange
2056,Malta Oberstufe,Malta upper stage,Malta Oberstufe,,Austria,Hydro,Pumped Storage / Pumped Storage Power Plant,120.0,47.07295,13.34695,energy_storage_exchange
2057,Chaira,Chaira,Chaira,,Bulgaria,Hydro,Pumped Storage / Pumped Storage Power Plant,864.0,42.17445,24.1004225,energy_storage_exchange
2058,,Feldsee,Feldsee,,Austria,Hydro,Pumped Storage / Dam on a lake,140.0,46.9966,13.04295,energy_storage_exchange
2059,,Liptovská mara,Liptovska Mara,,Slovakia,Hydro,Pumped Storage / Dam on river with reservoir,198.0,49.099305,19.4894445,energy_storage_exchange
2060,,Ru_í,Ruzin,,Slovakia,Hydro,Pumped Storage / Pumped Storage Power Plant,60.0,48.8608,21.09055,energy_storage_exchange
2061,,Venda nova,Venda Nova Ps,,Portugal,Hydro,Pumped Storage / Pumped Storage Power Plant,191.6,41.687,-8.02587,energy_storage_exchange
2062,,Aguieira,Aguieira Brazil,,Portugal,Hydro,Pumped Storage / Dam on river with reservoir,336.0,40.3401,-8.1985,energy_storage_exchange
2063,,Vilarinho furnas,Vilarinho Das Furnas,,Portugal,Hydro,Pumped Storage / Dam on river with reservoir,125.0,41.7617,-8.2095,energy_storage_exchange
2064,Roosecote Centrica,,Roosecote,,United Kingdom,Natural Gas,Combined Cycle Gas Turbine,229.0,54.1109146255,-3.21178708,
2065,Glanford Brigg,,Glanford Brigg,,United Kingdom,Natural Gas,Combined Cycle Gas Turbine,272.0,53.5465520363,-0.498850157154,
2066,Kings Lynn,,Kings Lynn,,United Kingdom,Natural Gas,Combined Cycle Gas Turbine,340.0,52.7395368797,0.387352244873,
2067,Peterborough Power,,Peterborough,,United Kingdom,Natural Gas,Combined Cycle Gas Turbine,360.0,52.575269672,-0.225882532894,
2068,Bacau,,Cet Bacau Chpp,,Romania,Coal,Sub-critical Thermal,74.25,46.530762,26.9394372,
2069,Dalesice,,Dalesice Republic,,Czech Republic,Hydro,Pumped Storage Power Plant,450.0,49.1443776599,16.0690849865,
2070,Prunerov,,Prunerov And Czeech,,Czech Republic,Coal,Sub-critical Thermal,1490.0,50.418305555,13.258805555,
2071,Lipno,,Lipno Republic,,Czech Republic,Hydro,Dam on river with reservoir,120.0,48.6363115404,14.233412535,
2072,Pocerady,,Pocerady,,Czech Republic,Coal,Sub-critical Thermal,1000.0,50.42669028,13.678041665,
2073,Tusimice,,Tusimice,,Czech Republic,Coal,Cogeneration Power and Heat Steam Turbine,800.0,50.382485,13.33913428,
2074,Kamyk,,Kamyk Republic,,Czech Republic,Hydro,Water discharged from another project,40.0,49.6360091334,14.2501214974,
2075,Porici,,Porici,,Czech Republic,Coal,Sub-critical Thermal,165.0,50.572530555,15.963366665,
2076,Hodonin,,Hodonin,,Czech Republic,Coal,Cogeneration Power and Heat Steam Turbine,95.0,48.84717222,17.11971111,
2077,Strekov,,Strekov Republic,,Czech Republic,Hydro,Dam with run-of-river generation,19.5,50.6496518987,14.0400360217,
2078,Ledvice,,Ledvice,,Czech Republic,Coal,Sub-critical Thermal,330.0,50.576494445,13.77997778,
2079,Skawina,,Skawina,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,490.0,49.9758345,19.802536,
2080,Stechovice,,Stechovice Ps Republic,,Czech Republic,Hydro,Pumped Storage Power Plant/Water discharged from another project,67.5,49.8484838692,14.4133211717,
2081,Tisova,,Tisova,,Czech Republic,Coal,Sub-critical Thermal,295.8,50.150830555,12.610469445,
2082,Varna,,Varna,,Bulgaria,Coal,Sub-critical Thermal,1260.0,43.195385,27.764936,
2083,Slapy,,Slapy Republic,,Czech Republic,Hydro,Dam on river with reservoir,144.0,49.6052329232,14.5255342055,
2084,Dlouhe Strane,,Dlouhe Strane Republic,,Czech Republic,Hydro,Pumped Storage Power Plant,650.0,50.1559800773,17.1926000366,
2085,Detmarovice,,Detmarovice,,Czech Republic,Coal,Cogeneration Power and Heat Steam Turbine,800.0,49.8999581124,18.4644463408,
2086,Chvaletice,,Chvaletice,,Czech Republic,Coal,Sub-critical Thermal,800.0,50.024305555,15.45026111,
2087,Vrane,,Vrane Republic,,Czech Republic,Hydro,Water discharged from another project,13.88,50.0154117993,15.4774928772,
2088,Melnik ,,Melnik Plants,,Czech Republic,Coal,Sub-critical Thermal/Cogeneration Power and Heat Steam Turbine,1072.0,50.41370764,14.4152791675,
2089,Chorzow Elcho,,Elcho Chorzow,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,226.0,50.3078855,18.968788,
2090,Roque Gn,,San Roque Gasnatural,,Spain,Natural Gas,Combined Cycle Gas Turbine,400.0,36.2030835,-5.398625,
2091,Vaugris,,Vaugris,,France,Hydro,Dam with run-of-river generation,72.0,45.484916,4.820926,
2092,Polaniec,,Polaniec,,Poland,Coal,Sub-critical Thermal,1800.0,50.437544,21.3369025,
2093,Teesside,,Teesside And Heat,,United Kingdom,Natural Gas,Combined Cycle Gas Turbine,1825.0,54.5783252133,-1.13211137726,
2094,Turceni,,Turceni,,Romania,Coal,Sub-critical Thermal,2310.0,44.6697611111,23.4077388889,
2095,Bobov Dol,,Bobov Dol,,Bulgaria,Coal,Sub-critical Thermal,630.0,42.28536,23.033589,
2096,Wroclaw,,Wroclaw,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,263.0,51.117772,17.026644325,
2097,Zielona Gora,,Zielona Gora,,Poland,Natural Gas,Combined Cycle Gas Turbine,198.0,51.95065,15.4856665,
2098,Borssele,,Borssele Netherland,,Netherlands,Coal,Sub-critical Thermal,406.0,51.4319666666,3.71761666665,
2099,Ensted,,Ensted Denmark,,Denmark,Coal,Sub-critical Thermal,626.0,55.020237435,9.443928397,
2100,Esbjerg,,Esbjerb Denmark,,Denmark,Coal,Super-critical Thermal,378.0,55.455200545,8.4563908825,
2101,Asnaes,,Asnaes Denmark,,Denmark,Coal,Sub-critical Thermal,790.0,55.660559255,11.081200315,
2102,Kyndby,,Kyndby Denmark,,Denmark,Oil,Sub-critical Steam Turbine,646.0,55.8344215,11.9235315,
2103,Herning,,Herning Denmark,,Denmark,Natural Gas,Cogeneration Power and Heat Steam Turbine,95.0,56.1303575575,8.99029043522,
2104,Avedore,,Avedore Denmark,,Denmark,Coal,Both Sub and Super Critical Thermal,825.0,55.629943207,12.4764199229,
2105,Skaerbaek,,Skaerbaek Denmark,,Denmark,Natural Gas,Super-critical Thermal,392.0,55.538738164,9.68368281116,
2106,Studstrup,,Studstrup Denmark,,Denmark,Coal,Sub-critical Thermal,750.0,56.25089151,10.34376178,
2107,Salmisaari,,Salmisaari B Finland,,Finland,Coal,Sub-critical Thermal,160.0,60.1675623722,24.9201228928,
2108,Escucha,,Escucha,,Spain,Coal,Sub-critical Thermal,160.0,40.795035,-0.812858,
2109,Nyiregyhaza,,E.On Nyiregyhaza Ocgt Hungary,,Hungary,Natural Gas,Combined Cycle Gas Turbine,49.0,47.9561433904,21.7077545685,
2110,Debrecen,,E.On Debrecen Ocgt Hungary,,Hungary,Natural Gas,Open Cycle Gas Turbine,95.0,47.52591665,21.63311665,
2111,Grafenrheinfeld,,Grafenrheinfeld,,Germany,Nuclear,,1345.0,49.9841444445,10.1837611111,
2112,Ingolstadt,,Ingolstadt,,Germany,Oil,Sub-critical Steam Turbine,840.0,48.76112147,11.50309751,
2113,Cercs,,Cercs Serchs,,Spain,Coal,Sub-critical Thermal,162.0,42.2568386416,1.6755340744,
2114,Oresundverket,,Nya Öresundsverket,,Sweden,Natural Gas,Combined Cycle Gas Turbine,440.0,55.6159845686,13.0205907341,
2115,Galileistraat,,Gallileistraat,,Netherlands,Natural Gas,,230.0,51.9166,4.4530335,
2116,Maasvlakte Ucml,,Maasvlakte Ucml,,Netherlands,Natural Gas,Combined Cycle Gas Turbine,80.0,51.9541825,4.037016,
2117,Leiden,,Leiden 12,,Netherlands,Natural Gas,Power and Heat Combined Cycle Gas Turbine,82.0,52.164465,4.494295,
2118,Scholven,,Scholven Gelsenkirchen,,Germany,Coal,Sub-critical Thermal,2200.0,51.60238401,7.008127048,
2119,Irsching,,Irsching,,Germany,Natural Gas,Combined Cycle Gas Turbine,1400.0,48.7671008375,11.590582025,
2120,Puertollano,,Puertollano,,Spain,Coal,Sub-critical Thermal,221.0,38.6674588523,-4.11517088318,
2121,Fiume Santo,,E.On Fiume Santo,,Italy,Coal,Sub-critical Thermal,1040.0,40.8488835,8.3029835,
2122,Verbrande Brug (Brule) Cc,,Vilvoorde Verbrande Brug,,Belgium,Natural Gas,Combined Cycle Gas Turbine,385.0,50.9403435,4.4180175,
2123,Manosque,,Manosque Voix,,France,Hydro,Dam with run-of-river generation,55.0,43.8529152403,5.82493833923,
2124,Montahut,,Montahut,,France,Hydro,Dam on a lake,99.0,43.89975,3.2670255,
2125,Saint Alban,,Saint Alban,,France,Nuclear,,2782.0,45.4043915092,4.75490237694,
2126,Salon,,Salon,,France,Hydro,Dam with run-of-river generation,101.0,43.6368685,5.1047245,
2127,Laval  Cere,,Laval Cere &,,France,Hydro,Dam on a lake,132.0,44.953386,1.943212,
2128,Rhue,,Rhue,,France,Hydro,Dam on a lake,12.0,45.3779625578,2.62845584107,
2129,Bolozon,,Cize Bolozon,,France,Hydro,Dam on river with reservoir,23.0,46.1805,5.54083335,
2130,Tuilieres,,Tuilieres,,France,Hydro,Dam with run-of-river generation,32.0,44.84365,0.643543,
2131,Lardit,,Lardy,,France,Hydro,Dam on a lake,45.0,44.6758846795,2.5950106659,
2132,Brillanne,,Brillanne &,,France,Hydro,Dam with run-of-river generation,30.0,43.9242115,5.90835,
2133,Hautefage,,Hautefage,,France,Hydro,Dam on river with reservoir,25.0,45.0781715,1.9669345,
2134,Saint Dalmas,,Saint Dalmas,,France,Hydro,Dam on a lake,50.0,44.056432,7.394429,
2135,Salignac,,Salignac,,France,Hydro,Dam with run-of-river generation,88.0,44.147965,5.980901,
2136,Rosignano,,Rosignano,,Italy,Natural Gas,Combined Cycle Gas Turbine,388.0,43.38214,10.4486735,
2137,Claux,,Claux,,France,Hydro,Dam on a lake,13.5,44.87531,6.4812665,
2138,Ballylumford,,Ballylumford B Northern,,United Kingdom,Natural Gas,Sub-critical Thermal,540.0,54.8475,-5.80183335,
2139,Tisza ,,Aes Tisza Hungary,,Hungary,Natural Gas,Sub-critical Thermal,900.0,48.42536665,21.08016665,
2140,Pocinho,,Pocinho,,Portugal,Hydro,Dam with run-of-river generation,186.0,41.132224,-7.1171635,
2141,Canicada,,Canicada,,Portugal,Hydro,Dam on river with reservoir,60.0,41.6554935,-8.205678,
2142,Pracana,,Pracana,,Portugal,Hydro,Dam on river with reservoir,41.0,39.5667355,-7.8438295,
2143,Iru,,Iru Estonia,,Estonia,Natural Gas,Power and Heat Combined Cycle Gas Turbine,190.0,59.46403335,24.9748,
2144,Pietersaari,,Pietersaari Jakobstad Biomass Finland,,Finland,Waste,Sub-critical Steam Turbine,240.0,63.6884017901,22.7061402124,
2145,Vercelli Actv,,Vercelli,,Italy,Natural Gas,Power and Heat Combined Cycle Gas Turbine,50.0,45.30979,8.4127915,
2146,Kladno,,Kladno,,Czech Republic,Coal,Sub-critical Thermal,516.0,50.153298335,14.12874278,
2147,Seraing,,Seraing,,Belgium,Natural Gas,Combined Cycle Gas Turbine,460.0,50.5981795261,5.49386157914,
2148,Eesti,,Estonia Eesti Estonia,,Estonia,Oil,Sub-critical Steam Turbine,1610.0,59.274589,27.902917,
2149,Balti,,Balti Estonia,,Estonia,Oil,Sub-critical Steam Turbine,765.0,59.353133,28.122165,
2150,Beznau,,Beznau,,Switzerland,Nuclear,,760.0,47.55225,8.22835555555,
2151,Bahia  Bizkaia,,Bahia Bizkaia Bbe,,Spain,Natural Gas,Open Cycle Gas Turbine,800.0,43.3546,-3.08816665,
2152,Barking,,Barking,,United Kingdom,Natural Gas,Combined Cycle Gas Turbine,1000.0,51.521199,0.1471917,
2153,Borsodchem,,Bc Borsodchem Hungary,,Hungary,Natural Gas,Power and Heat Open Cycle Gas Turbine,47.0,48.24765,20.64046665,
2154,Serene Melfi,,Bg Melfi,,Italy,Natural Gas,Power and Heat Combined Cycle Gas Turbine,100.0,41.0662555,15.7115055,
2155,Muehleberg Wkw,,Muehleberg,,Switzerland,Hydro,Weir on a River,45.0,46.9619281881,7.27270937652,
2156,Muehleberg,,Muehlberg,,Switzerland,Nuclear,,372.0,46.9689444445,7.2680277778,
2157,Timelkam,,Timelkam,,Austria,Natural Gas,Power and Heat Combined Cycle Gas Turbine,405.0,48.0080679475,13.5985486755,
2158,Kelenfold,,Kelenfold Hungary,,Hungary,Natural Gas,Power and Heat Combined Cycle Gas Turbine,196.0,47.4802049947,19.0481037277,
2159,Kispest,,Kispest Hungary,,Hungary,Natural Gas,Power and Heat Combined Cycle Gas Turbine,114.0,47.4774049947,19.1036037277,
2160,Ujpest,,Ujpest Hungary,,Hungary,Natural Gas,Power and Heat Combined Cycle Gas Turbine,110.0,47.5260049946,19.0711037277,
2161,Batak,,Batak,,Bulgaria,Hydro,Dam on river with reservoir,46.8,41.9362945,24.19303335,
2162,Ivaylovgrad,,Ivaylovgrad,,Bulgaria,Hydro,Dam on river with reservoir,104.0,41.55851665,26.12036665,
2163,Sestrimo,,Sestrimo,,Bulgaria,Hydro,Water discharged from another project,240.0,42.21253335,23.91623335,
2164,Krichim,,Krichim,,Bulgaria,Hydro,Dam on river with reservoir,80.0,42.02089,24.46734985,
2165,Stouden Kladenets,,Studen Kladenets,,Bulgaria,Hydro,Dam on river with reservoir,82.0,41.60975,25.64575,
2166,Kardjali,,Kardzhali,,Bulgaria,Hydro,Dam on river with reservoir,106.0,41.6417,25.35333335,
2167,Peshtera,,Peshtera,,Bulgaria,Hydro,Dam on river with reservoir,128.0,42.02341665,24.27895,
2168,Momina Klissura,,Momina Klisura,,Bulgaria,Hydro,Water discharged from another project,120.0,42.22428335,23.95803335,
2169,Teshel,,Teshel,,Bulgaria,Hydro,Dam on river with reservoir,60.0,41.66306665,24.25983335,
2170,Maritza East ,,Maritsa Iztok,,Bulgaria,Coal,Super-critical Thermal,1450.0,42.25571,26.1335075,
2171,Volklingen Fenne,,Ölklingen Fens,,Germany,Coal,Cogeneration Power and Heat Steam Turbine,466.0,49.2502579926,6.86996515808,
2172,Tainionkoski,,Tainionkoski Finland,,Finland,Hydro,Dam on river with reservoir,62.0,61.1911230434,28.7679111664,
2173,Imatra,,Imatra Finland,,Finland,Hydro,Dam on river with reservoir,178.0,61.1693730434,28.7634611664,
2174,Miechowice,,Miechowice,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,125.0,50.348832,18.8430275,
2175,Naantali,,Naantali Finland,,Finland,Coal,Sub-critical Thermal,375.0,60.4586325,22.054358,
2176,Meri Pori,,Meri Pori Finland,,Finland,Coal,Super-critical Thermal,565.0,61.6321295,21.4062545,
2177,Krokstrommen,,Krokstrommen,,Sweden,Hydro,Dam on river with reservoir,103.0,62.04555,14.9002,
2178,Escombreras Gn,,Cartagena Escombreras Gn,,Spain,Natural Gas,Combined Cycle Gas Turbine,1200.0,37.5719365,-0.9406495,
2179,Beverce,,Beverce Robertville Project,,Belgium,Hydro,Dam on river with reservoir,9.2,50.4327805,6.0332715,
2180,Sault Brenaz,,Sault Brenaz,,France,Hydro,Dam with run-of-river generation,45.0,45.840214,5.410089,
2181,Belley,,Brens Virigin,,France,Hydro,Dam with run-of-river generation,90.0,45.721839,5.697101,
2182,Brugge Herdersbrug,,Brugge Herdersbrug,,Belgium,Natural Gas,Combined Cycle Gas Turbine,460.0,51.2600545,3.209815,
2183,Gervans,,Gervans,,France,Hydro,Dam with run-of-river generation,120.0,45.1559605,4.8105715,
2184,Ruien,,Ruien,,Belgium,Coal,Sub-critical Thermal,889.0,50.783336,3.48289,
2185,Dunamenti,,Dunamenti Hungary,,Hungary,Natural Gas,Sub-critical Thermal,1290.0,47.3270455,18.9191575,
2186,Gelderland,,Gelderland,,Netherlands,Coal,Sub-critical Thermal,590.0,51.85689,5.83122,
2187,Bregnier Cordon,,Bregnier Cordon,,France,Hydro,Dam with run-of-river generation,70.0,45.61033335,5.76916665,
2188,Licq Atherey,,Licq Atherey,,France,Hydro,Dam on a lake,27.4,43.057431,-0.8823685,
2189,Zolling,,Zolling,,Germany,Coal,Sub-critical Thermal,474.0,48.455290715,11.80064594,
2190,Beaucaire,,Beaucaire,,France,Hydro,Dam with run-of-river generation,210.0,43.8385334773,4.63530871582,
2191,Sablons,,Sablons,,France,Hydro,Dam with run-of-river generation,160.0,45.3138665,4.7860045,
2192,Chautagne,,Chautagne,,France,Hydro,Dam with run-of-river generation,90.0,45.899173,5.8295455,
2193,Pierre Benite,,Pierre Benite,,France,Hydro,Dam with run-of-river generation,84.0,45.7014475,4.833556,
2194,Soulom,,Soulom,,France,Hydro,Dam on a lake,57.0,42.9515,-0.06783335,
2195,Vado Ligure,,Tirrenopower Vado Ligure,,Italy,Coal,Sub-critical Thermal,660.0,44.2760835,8.4306665,
2196,Lavrio Heron,,Lavario,,Greece,Natural Gas,Combined Cycle Gas Turbine/Sub-critical Thermal,1398.0,37.7383169166,24.0640353333,
2197,Gambsheim,,Gambsheim,,France,Hydro,Dam with run-of-river generation,108.0,48.6327105643,7.83097903442,
2198,Rya Goteborg,,Rya,,Sweden,Natural Gas,Power and Heat Combined Cycle Gas Turbine,261.0,57.6997811552,11.9286467685,
2199,Roznow,,Roznow,,Poland,Hydro,Dam on river with reservoir,50.0,49.7666135,20.6803305,
2200,Czchow,,Czchow,,Poland,Hydro,Water discharged from another project,8.0,49.8236314059,20.6805585329,
2201,Vaskiluoto,,Vaskiluoto Finland,,Finland,Coal,Sub-critical Thermal,390.0,63.068365,21.6701195,
2202,Thessaloniki Power,,Thessaloniki,,Greece,Natural Gas,Combined Cycle Gas Turbine,400.0,40.6637389,22.91444445,
2203,Serres,,Thermie Serres,,Greece,Natural Gas,Gas Engines,16.0,41.074478,23.534061,
2204,Hanasaari,,Hanasaari B Finland,,Finland,Coal,Sub-critical Thermal,220.0,60.1768123722,24.9532728928,
2205,Vuosaari,,Vuosaari &B Finland,,Finland,Natural Gas,Combined Cycle Gas Turbine,630.0,60.2198315,25.169192,
2206,Nordjyllandsvaerket,,Nordjylland Denmark,,Denmark,Coal,Both Sub and Super Critical Thermal,716.0,57.07307658,10.042099945,
2207,Kesznyeten,,Kesznyeten Hernadviz Hungary,,Hungary,Hydro,Barrage with run-of-river Generation,4.4,47.96633335,21.0415,
2208,Debe,,Debe,,Poland,Hydro,Dam on river with reservoir,20.0,52.444894,20.925118,
2209,Myczkowce,,Myczkowce,,Poland,Hydro,Dam on river with reservoir,8.2,49.4506020887,22.3694100086,
2210,Opole,,Opole,,Poland,Coal,Sub-critical Thermal,1532.0,50.7514125,17.8822325,
2211,Belchatow,,Belchatow,,Poland,Coal,Sub-critical Thermal/Super-critical Thermal,5298.0,51.2677194445,19.3258777778,
2212,Bydgoszcz,,Bydgoszcz Ec,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,227.0,53.0990835,18.08785,
2213,Zeran,,Zeran,,Poland,Coal,Cogeneration Power and Heat Steam Turbine,350.0,52.2946975,20.9936275,
2214,Siekierki,,Siekierki,,Poland,Coal,Sub-critical Thermal,622.0,52.1884155,21.089729,
2215,Zlatolicje,,Zlatolicje Poqwer,,Slovenia,Hydro,Dam on a canal,144.0,46.5013611,15.71683335,
2216,Bostanj,,Bostanj,,Slovenia,Hydro,Dam with run-of-river generation,31.5,46.015822,15.2819,
2217,Dravograd,,Dravograd Poqwer,,Slovenia,Hydro,Dam on river with reservoir,36.0,46.587328,15.0189835,
2218,Plave,,Plave Poqwer,,Slovenia,Hydro,Dam on river with reservoir,34.0,46.047041,13.5991,
2219,Doblar,,Doblar Poqwer,,Slovenia,Hydro,Dam on river with reservoir,70.0,46.116836,13.688936,
2220,Blanca,,Arto Blanca,,Slovenia,Hydro,Barrage with run-of-river Generation,38.0,45.9868165,15.3907,
2221,Fala,,Fala Poqwer,,Slovenia,Hydro,Dam on river with reservoir,58.0,46.5513945,15.451611,
2222,Trbovlje,,Trbovlje Tes,,Slovenia,Coal,Sub-critical Thermal,125.0,46.125778,15.0611395,
2223,Sostanj,,Sostanj Tes,,Slovenia,Coal,Sub-critical Thermal,695.0,46.37615,15.0510055,
2224,Formin,,Formin Poqwer,,Slovenia,Hydro,Dam on river with reservoir,116.0,46.4113250026,15.952040065,
2225,Vuzenica,,Vuzenica Poqwer,,Slovenia,Hydro,Dam with run-of-river generation,78.0,46.5948445,15.159761,
2226,Solkan,,Solkan Poqwer,,Slovenia,Hydro,Dam on river with reservoir,32.0,45.9778945,13.652222,
2227,Mariborski Otok,,Mariborski Otok Poqwer,,Slovenia,Hydro,Dam on river with reservoir,60.0,46.5619611,15.62548335,
2228,Vuhred,,Vuhred Poqwer,,Slovenia,Hydro,Dam on river with reservoir,72.3,46.591161,15.2565,
2229,Ozbalt,,Ozbalt Poqwer,,Slovenia,Hydro,Dam on river with reservoir,73.2,46.581922,15.4020445,
2230,Djale,,Djale,,Croatia,Hydro,Dam on river with reservoir,40.8,43.59641665,16.71783335,
2231,Orlovac,,Orlovac,,Croatia,Hydro,Dam on a lake,237.0,43.5481,16.8272778,
