id,CARMA,ENTSOE,GEO,OPSD,WRI,Fueltype,Technology,Country,Set,Capacity,YearCommissioned,lat,lon,File,projectID
1765,Wildegg brugg,,,Wildegg brugg,,Hydro,Run-Of-River,Switzerland,PP,51.9,1953.0,47.4601430444,8.1664465444,BFE,"{u'GEO': nan, u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[49704]', u'OPSD': u'[OEU653, OEU654]'}"
1766,Wintrich,,,Wintrich,,Hydro,Run-Of-River,Germany,PP,20.0,1965.0,49.879784,6.948762,,"{u'GEO': nan, u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[49874]', u'OPSD': u'[BNA1066]'}"
1767,Witznau,,,Witznau,,Hydro,Pumped Storage,Germany,PP,220.0,1943.0,47.68791,8.25159,,"{u'GEO': nan, u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[49939]', u'OPSD': u'[BNA1071]'}"
1768,Wolfenschiessen,,,Wolfenschiessen,,Hydro,Run-Of-River,Switzerland,PP,8.6,1983.0,46.914146486,8.3979198799,BFE,"{u'GEO': nan, u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[50031]', u'OPSD': u'[OEU694, OEU696]'}"
1769,Worth,,,Wörth,,Natural Gas,Steam Turbine,Germany,PP,61.65,2008.0,49.06996,8.30702,,"{u'GEO': nan, u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[50129]', u'OPSD': u'[BNA1078]'}"
1770,Wyhlen,,,Wyhlen,,Hydro,Run-Of-River,Germany,PP,44.593,1912.0,47.5523554,7.6580881,,"{u'GEO': nan, u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[50234]', u'OPSD': u'[BNA0362]'}"
1771,Zeltingen,,,Zeltingen,,Hydro,Run-Of-River,Germany,PP,13.6,1964.0,49.951074,7.023166,,"{u'GEO': nan, u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[50956]', u'OPSD': u'[BNA1287]'}"
1772,Zermatt wiesti,,,Wiesti,,Hydro,Run-Of-River,Switzerland,PP,3.442,1990.0,46.0243792554,7.7525702654,BFE,"{u'GEO': nan, u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[50974]', u'OPSD': u'[OEU828]'}"
1773,Zervreila,,,Seekraftwerk zervreila,,Hydro,Reservoir,Switzerland,PP,22.0,1999.0,46.5789495911,9.1193155643,BFE,"{u'GEO': nan, u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[40398]', u'OPSD': u'[OEU413]'}"
1774,Zielitz,,,Zielitz,,Natural Gas,Steam Turbine,Germany,PP,52.0,1996.0,52.29848,11.67963,,"{u'GEO': nan, u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[51010]', u'OPSD': u'[BNA1089]'}"
1775,Agras,Agras,Agras,,,Hydro,Run-Of-River,Greece,PP,50.0,,40.8068,22.0215,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G977', u'WRI': nan, u'ENTSOE': u'29WYISAGRA-----I', u'CARMA': u'[412]', u'OPSD': nan}"
1776,Aguieira,Aguieira,Aguieira brazil,,,Hydro,Reservoir,Portugal,PP,336.0,,40.3402,-8.197,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1031', u'WRI': nan, u'ENTSOE': u'16WAGUIE-------3', u'CARMA': u'[449]', u'OPSD': nan}"
1777,Alqueva,Alqueva,Alqueva,,,Hydro,Reservoir,Portugal,PP,260.0,,38.1975,-7.4964,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1033', u'WRI': nan, u'ENTSOE': u'16WALQUE-------F', u'CARMA': u'[1091]', u'OPSD': nan}"
1778,Alto lindoso,Alto lindoso,Alto lindoso,,,Hydro,Reservoir,Portugal,PP,630.0,,41.872,-8.2025,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1043', u'WRI': nan, u'ENTSOE': u'16WALINDO------J', u'CARMA': u'[1203]', u'OPSD': nan}"
1779,Avce,Čhe avče,Avce,,,Hydro,Pumped Storage,Slovenia,PP,185.0,,46.1027,13.6708,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1136', u'WRI': nan, u'ENTSOE': u'28W-G-0000000009', u'CARMA': u'[2612]', u'OPSD': nan}"
1780,Bemposta,Bemposta,Bemposta,,,Hydro,Run-Of-River,Portugal,PP,401.0,,41.3009,-6.4699,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1029', u'WRI': nan, u'ENTSOE': u'16WBEMPOII-----R', u'CARMA': u'[4006]', u'OPSD': nan}"
1781,Besos,Besos,Besos,,,Natural Gas,CCGT,Spain,PP,859.0,,41.41958,2.2294,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G557', u'WRI': nan, u'ENTSOE': u'18WBES5-123456-T', u'CARMA': u'[4242, 4240, 4241]', u'OPSD': nan}"
1782,Borssele,Borselle,Borssele netherland,,,Hard Coal,Steam Turbine,Netherlands,PP,939.32,,51.4331,3.7169,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G125', u'WRI': nan, u'ENTSOE': u'49W0000000000520', u'CARMA': u'[5346]', u'OPSD': nan}"
1783,Bradisor,Hpp bradisoru,Bradisor,,,Hydro,Reservoir,Romania,PP,115.0,,45.3549,24.1053,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1074', u'WRI': nan, u'ENTSOE': u'30W-CHE-BRAD---V', u'CARMA': u'[5533]', u'OPSD': nan}"
1784,Brestanica,Teb,Brestanica teb,,,Natural Gas,OCGT,Slovenia,PP,323.0,,45.9975,15.4796,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G531', u'WRI': nan, u'ENTSOE': u'28W-G-000000122W', u'CARMA': u'[5735]', u'OPSD': nan}"
1785,Bydgoszcz,Bydgoszcz,Bydgoszcz ec,,,Hard Coal,Steam Turbine,Poland,CHP,227.0,,53.099,18.0882,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G0', u'WRI': nan, u'ENTSOE': u'19W000000000035B', u'CARMA': u'[6467]', u'OPSD': nan}"
1786,Cabril,Cabril,Cabril,,,Hydro,,Portugal,PP,108.0,,39.91727,-8.13244,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1030', u'WRI': nan, u'ENTSOE': u'16WCABRIL------U', u'CARMA': u'[6535]', u'OPSD': nan}"
1787,Carrapatelo,Carrapatelo,Carrapatelo,,,Hydro,Run-Of-River,Portugal,PP,201.0,,41.0849,-8.1306,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1038', u'WRI': nan, u'ENTSOE': u'16WCARRAPA-----2', u'CARMA': u'[7199]', u'OPSD': nan}"
1788,Castejon hc,Castejo,Castejon hce,,,Natural Gas,CCGT,Spain,PP,855.3,,42.1773,-1.6943,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G565', u'WRI': nan, u'ENTSOE': u'18WCTJON1-123-06', u'CARMA': u'[7342]', u'OPSD': nan}"
1789,Castejon iberdrola,Castejo,Castejon iberdrola,,,Natural Gas,CCGT,Spain,PP,400.0,,42.1718,-1.6773,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G566', u'WRI': nan, u'ENTSOE': u'18WCTJON2-123-0Z', u'CARMA': u'[7343]', u'OPSD': nan}"
1790,Castelo bode,Castelo bode,Castelo do bode,,,Hydro,Reservoir,Portugal,PP,159.0,,39.5429,-8.3188,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1041', u'WRI': nan, u'ENTSOE': u'16WCBODE-------5', u'CARMA': u'[7383]', u'OPSD': nan}"
1791,Chorzow elcho,Chorzów,Elcho chorzow,,,Hard Coal,Steam Turbine,Poland,CHP,226.0,,50.308,18.969,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G155', u'WRI': nan, u'ENTSOE': u'19W0000000000369', u'CARMA': u'[12231]', u'OPSD': nan}"
1792,Craiova,Tpp craiova,Craiova,,,Lignite,Steam Turbine,Romania,PP,300.0,,44.345,23.8156,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G173', u'WRI': nan, u'ENTSOE': u'30W-CET-CRAI---T', u'CARMA': u'[9625]', u'OPSD': nan}"
1793,Crestuma lever,Crestuma,Crestuma lever,,,Hydro,Run-Of-River,Portugal,PP,117.0,,41.0716,-8.486,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1039', u'WRI': nan, u'ENTSOE': u'16WCRESTUM-----6', u'CARMA': u'[9661]', u'OPSD': nan}"
1794,Debrecen,Debreceni kombináltciklusú erőmű,E.on debrecen ocgt hungary,,,Natural Gas,OCGT,Hungary,CHP,105.0,,47.5185,21.6329,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G373', u'WRI': nan, u'ENTSOE': u'15WDKCE------PPQ', u'CARMA': u'[62181, 10399]', u'OPSD': nan}"
1795,Den haag,Den haag,Den hague repower,,,Natural Gas,CCGT,Netherlands,PP,120.7,,52.076,4.2905,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G488', u'WRI': nan, u'ENTSOE': u'49W0000000000342', u'CARMA': u'[10543]', u'OPSD': nan}"
1796,Donaustadt,Donaustadt,Donaustadt,,,Natural Gas,CCGT,Austria,PP,557.0,,48.19917,16.4633,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G276', u'WRI': nan, u'ENTSOE': u'14W-PROD-DO----O', u'CARMA': u'[11078]', u'OPSD': nan}"
1797,Dunamenti,Dunamenti erőmű,Dunamenti hungary,,,Natural Gas,Steam Turbine,Hungary,PP,1290.0,,47.3283,18.9169,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G375', u'WRI': nan, u'ENTSOE': u'15WDUME------PPI', u'CARMA': u'[11455]', u'OPSD': nan}"
1798,Durnrohr,Kraftwerk dürnrohr,Duernrohr,,,Hard Coal,Steam Turbine,Austria,CHP,757.0,,48.3264,15.9246,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1', u'WRI': nan, u'ENTSOE': u'14W-KW-DU2-EVN-K', u'CARMA': u'[11533]', u'OPSD': nan}"
1799,Ems lingen,Emsland,Emsland,,,Nuclear,,Germany,PP,1400.0,,52.4716,7.3204,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1286', u'WRI': nan, u'ENTSOE': u'11WD7KKE-1K--KW5', u'CARMA': u'[12432]', u'OPSD': nan}"
1800,Formin,He formin,Formin poqwer,,,Hydro,"Reservoir, Run-Of-River",Slovenia,PP,127.0,,46.4026,16.0339,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1145', u'WRI': nan, u'ENTSOE': u'28W-G-000000091H', u'CARMA': u'[13751]', u'OPSD': nan}"
1801,Fratel,Fratel,Fratel,,,Hydro,Run-Of-River,Portugal,PP,132.0,,39.5428,-7.8029,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1037', u'WRI': nan, u'ENTSOE': u'16W-FRATEL-----A', u'CARMA': u'[14010]', u'OPSD': nan}"
1802,Galati,Tpp galati,Galati,,,Natural Gas,Steam Turbine,Romania,PP,535.0,,45.436,27.9814,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G670', u'WRI': nan, u'ENTSOE': u'30W-CET-GALA---G', u'CARMA': u'[14466]', u'OPSD': nan}"
1803,Gdansk,Gdańsk,Wybrzeze gdansk gdynia,,,Hard Coal,Steam Turbine,Poland,CHP,322.5,,54.3778,18.6405,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G145', u'WRI': nan, u'ENTSOE': u'19W000000000059Y', u'CARMA': u'[14778]', u'OPSD': nan}"
1804,Gilceag,Hpp galceag,Galceag oasa,,,Hydro,Reservoir,Romania,PP,150.0,,45.5879,23.6279,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1064', u'WRI': nan, u'ENTSOE': u'30W-CHE-GALC---C', u'CARMA': u'[15106]', u'OPSD': nan}"
1805,Hamm uentrop,Hamm uentrop,Hamm uentrop,,,Natural Gas,CCGT,Germany,PP,850.0,,51.6736,7.9288,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G340', u'WRI': nan, u'ENTSOE': u'11WD7STUM----KW9', u'CARMA': u'[16719]', u'OPSD': nan}"
1806,Hanasaari,Hanasaari,Hanasaari finland,,,Hard Coal,Steam Turbine,Finland,CHP,228.0,,60.1841,24.9711,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G43', u'WRI': nan, u'ENTSOE': u'44W-T-YT-000001Q', u'CARMA': u'[16764]', u'OPSD': nan}"
1807,Imatra,Imatra,Imatra finland,,,Hydro,"Reservoir, Run-Of-River",Finland,PP,213.0,,61.1669,28.7745,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G819', u'WRI': nan, u'ENTSOE': u'44W-T-VV-000003Y', u'CARMA': u'[19229]', u'OPSD': nan}"
1808,Iru,Iru elektrijaam,Iru estonia,,,Natural Gas,CCGT,Estonia,CHP,190.0,,59.4514,24.9246,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G317', u'WRI': nan, u'ENTSOE': u'38W-MT--IRU--Q-T', u'CARMA': u'[19583]', u'OPSD': nan}"
1809,Isalnita,Tpp isalnita,Isalnita,,,Lignite,Steam Turbine,Romania,PP,630.0,,44.3886,23.718,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G172', u'WRI': nan, u'ENTSOE': u'30W-CET-ISAL---X', u'CARMA': u'[9626]', u'OPSD': nan}"
1810,Kaprun haupstufe limberg,Kaprun hauptstufe,Kaprun haupstufe,,,Hydro,Reservoir,Austria,PP,240.0,,47.26016,12.7396,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G717', u'WRI': nan, u'ENTSOE': u'14W-TKH-KW-----O', u'CARMA': u'[21221]', u'OPSD': nan}"
1811,Karlshamn,Karlshamn,Karlshamn starno,,,Oil,Steam Turbine,Sweden,PP,1020.0,,56.1522,14.8325,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G677', u'WRI': nan, u'ENTSOE': u'46WPU0000000005Z', u'CARMA': u'[21326]', u'OPSD': nan}"
1812,Kastraki,Kastraki,Kastraki,,,Hydro,Reservoir,Greece,PP,320.0,,38.7415,21.3642,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G965', u'WRI': nan, u'ENTSOE': u'29WYISKASTRAKI-M', u'CARMA': u'[21448]', u'OPSD': nan}"
1813,Kegums,Kegums hpp,Kegums latvia,,,Hydro,Run-Of-River,Latvia,PP,264.0,,56.7405,24.7113,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G990', u'WRI': nan, u'ENTSOE': u'43W-KEG-HPP----I', u'CARMA': u'[21698]', u'OPSD': nan}"
1814,Kispest,Kispesti erőmű,Kispest hungary,,,Natural Gas,CCGT,Hungary,PP,114.0,,47.4568,19.1673,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G371', u'WRI': nan, u'ENTSOE': u'15WKISP------PP6', u'CARMA': u'[22330]', u'OPSD': nan}"
1815,Komotini,Komotini,Komotini,,,Natural Gas,CCGT,Greece,PP,500.0,,41.0645,25.4895,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G361', u'WRI': nan, u'ENTSOE': u'29WAISKOMOTIN-IO', u'CARMA': u'[22728]', u'OPSD': nan}"
1816,Krakow leg,Kraków łęg,Krakow,,,Hard Coal,,Poland,CHP,460.0,,50.054,20.006,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G137', u'WRI': nan, u'ENTSOE': u'19W0000000000806', u'CARMA': u'[23019]', u'OPSD': nan}"
1817,Krangede,Krångede,Krangede,,,Hydro,Reservoir,Sweden,PP,268.0,,63.14623,16.0706,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1175', u'WRI': nan, u'ENTSOE': u'46WPU0000000085B', u'CARMA': u'[23029]', u'OPSD': nan}"
1818,Kremasta,Kremasta,Kremasta,,,Hydro,Reservoir,Greece,PP,437.2,,38.8863,21.4954,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G966', u'WRI': nan, u'ENTSOE': u'29WYISKREMASTONE', u'CARMA': u'[23069]', u'OPSD': nan}"
1819,Kristiina,Kristiina,Kristiina finland,,,Hard Coal,Steam Turbine,Finland,PP,475.0,,62.2553,21.3268,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G48', u'WRI': nan, u'ENTSOE': u'44W-T-LV-000002P', u'CARMA': u'[23109]', u'OPSD': nan}"
1820,Krokstrommen,Krokströmmen,Krokstrommen,,,Hydro,"Reservoir, Run-Of-River",Sweden,PP,109.0,,62.0411,14.9004,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1161', u'WRI': nan, u'ENTSOE': u'46WPU00000000210', u'CARMA': u'[23123]', u'OPSD': nan}"
1821,Lares,Lares,Lares,,,Natural Gas,CCGT,Portugal,PP,862.0,,40.1247,-8.7751,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G499', u'WRI': nan, u'ENTSOE': u'16WLARES-------R', u'CARMA': u'[24504]', u'OPSD': nan}"
1822,Leopoldau,Leopoldau,Leopoldau,,,Natural Gas,CCGT,Austria,PP,155.0,,48.2767,16.4339,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G277', u'WRI': nan, u'ENTSOE': u'14W-PROD-LAU---8', u'CARMA': u'[24968]', u'OPSD': nan}"
1823,Malta hauptstufe,Malta hauptstufe,Malta haupstufe rottau,,,Hydro,Pumped Storage,Austria,PP,730.0,,46.8707,13.3294,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G694', u'WRI': nan, u'ENTSOE': u'14W-DMH-KW-----9', u'CARMA': u'[26838]', u'OPSD': nan}"
1824,Malta oberstufe,Malta oberstufe,Malta oberstufe,,,Hydro,Pumped Storage,Austria,PP,120.0,,47.0659,13.3539,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G695', u'WRI': nan, u'ENTSOE': u'14W-DMO-KW-----D', u'CARMA': u'[26839]', u'OPSD': nan}"
1825,Mariselu,Hpp mariselu,Mariselu,,,Hydro,Reservoir,Romania,PP,230.7,,46.6679,23.059,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1067', u'WRI': nan, u'ENTSOE': u'30W-CHE-MARI---9', u'CARMA': u'[27271]', u'OPSD': nan}"
1826,Mellach,Fhkw mellach,Mellach,,,Hard Coal,Steam Turbine,Austria,CHP,246.0,,46.9115,15.4884,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G2', u'WRI': nan, u'ENTSOE': u'14W-WML-KW-----0', u'CARMA': u'[27974]', u'OPSD': nan}"
1827,Meri pori,Meri pori,Meri pori finland,,,Hard Coal,Steam Turbine,Finland,PP,565.0,,61.6317,21.4068,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G44', u'WRI': nan, u'ENTSOE': u'44W-T-LV-000003N', u'CARMA': u'[28105]', u'OPSD': nan}"
1828,Miranda douro,Miranda,Miranda,,,Hydro,Run-Of-River,Portugal,PP,390.0,,41.4886,-6.2656,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1027', u'WRI': nan, u'ENTSOE': u'16WMIRANII-----E', u'CARMA': u'[28657]', u'OPSD': nan}"
1829,Naantali,Naantali,Naantali finland,,,Hard Coal,Steam Turbine,Finland,CHP,375.0,,60.4583,22.0542,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G46', u'WRI': nan, u'ENTSOE': u'44W-T-YT-000006G', u'CARMA': u'[30106]', u'OPSD': nan}"
1830,Nordjyllandsvaerket,Nordjyllandsvaerket,Nordjylland denmark,,,Hard Coal,Steam Turbine,Denmark,CHP,901.0,,57.0736,10.0416,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G33', u'WRI': nan, u'ENTSOE': u'45V0000000000156', u'CARMA': u'[31505]', u'OPSD': nan}"
1831,Nyiregyhaza,Nyíregyházi kombináltciklusú erőmű,E.on nyiregyhaza ocgt hungary,,,Natural Gas,CCGT,Hungary,CHP,50.0,,47.9569,21.6988,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G376', u'WRI': nan, u'ENTSOE': u'15WNYKCE-----PP6', u'CARMA': u'[31957]', u'OPSD': nan}"
1832,Oresundverket,Öresundsverket chp,Nya öresundsverket,,,Natural Gas,CCGT,Sweden,CHP,572.0,,55.6261,13.04045,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G570', u'WRI': nan, u'ENTSOE': u'46WPU00000000040', u'CARMA': u'[32737]', u'OPSD': nan}"
1833,Pego,Pego,Pego,,,Hard Coal,Steam Turbine,Portugal,PP,628.0,,39.4679,-8.11,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G166', u'WRI': nan, u'ENTSOE': u'16WRPG---------5', u'CARMA': u'[34042]', u'OPSD': nan}"
1834,Plastira,Plastiras,Plastira,,,Hydro,Reservoir,Greece,PP,130.0,,39.2361,21.7462,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G974', u'WRI': nan, u'ENTSOE': u'29WYISNPLASTIRAF', u'CARMA': u'[34905]', u'OPSD': nan}"
1835,Platanovrisi,Platanovrysi,Platanovrisi,,,Hydro,Reservoir,Greece,PP,122.4,,41.3355,24.4621,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G969', u'WRI': nan, u'ENTSOE': u'29WYISPLATANOVRH', u'CARMA': u'[34909]', u'OPSD': nan}"
1836,Plavinas,Plavinas hpp,Plavinas latvia,,,Hydro,"Reservoir, Run-Of-River",Latvia,PP,894.0,,56.583,25.2394,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G989', u'WRI': nan, u'ENTSOE': u'43W-PLAV-HPP---J', u'CARMA': u'[34922]', u'OPSD': nan}"
1837,Pocinho,Pocinho,Pocinho,,,Hydro,Run-Of-River,Portugal,PP,186.0,,41.1343,-7.1141,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1034', u'WRI': nan, u'ENTSOE': u'16WPOCINHO-----S', u'CARMA': u'[35024]', u'OPSD': nan}"
1838,Polyphyton,Polyfyto,Polyfyto,,,Hydro,Reservoir,Greece,PP,375.0,,40.3305,22.1253,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G976', u'WRI': nan, u'ENTSOE': u'29WYISPOLYFYTO-O', u'CARMA': u'[35142]', u'OPSD': nan}"
1839,Pournari,Pournari,Poyrnari,,,Hydro,Reservoir,Greece,PP,341.0,,39.1845,21.0255,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G968', u'WRI': nan, u'ENTSOE': u'29WYISPOURNARI-P', u'CARMA': u'[35560]', u'OPSD': nan}"
1840,Poznan karolin,Karolin,Dalkia poznan karolin,,,Hard Coal,Steam Turbine,Poland,CHP,275.0,,52.4363,16.9879,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G163', u'WRI': nan, u'ENTSOE': u'19W0000000000725', u'CARMA': u'[35615]', u'OPSD': nan}"
1841,Puertollano,Puertollan,Puertollano,,,Hard Coal,Steam Turbine,Spain,PP,221.0,,38.6478,-4.123,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G211', u'WRI': nan, u'ENTSOE': u'18WPLL1-12345-0A', u'CARMA': u'[35990]', u'OPSD': nan}"
1842,Regua,Regua,Regua,,,Hydro,Run-Of-River,Portugal,PP,180.0,,41.1461,-7.74,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1046', u'WRI': nan, u'ENTSOE': u'16WREGUA-------O', u'CARMA': u'[36977]', u'OPSD': nan}"
1843,Ribatejo,Ribatejo,Ribatejo,,,Natural Gas,CCGT,Portugal,PP,1176.0,,39.0116,-8.9519,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G501', u'WRI': nan, u'ENTSOE': u'16WRIBATE------E', u'CARMA': u'[37233]', u'OPSD': nan}"
1844,Rovinari,Tpp rovinari,Rovinari,,,Lignite,Steam Turbine,Romania,PP,1320.0,,44.9068,23.1383,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G175', u'WRI': nan, u'ENTSOE': u'30W-CET-ROVI---Q', u'CARMA': u'[38113]', u'OPSD': nan}"
1845,Ruieni,Hpp ruieni,Ruieni,,,Hydro,Reservoir,Romania,PP,140.0,,45.426,22.4757,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1068', u'WRI': nan, u'ENTSOE': u'30W-CHE-RUIE---E', u'CARMA': u'[38227]', u'OPSD': nan}"
1846,Rya goteborg,Rya kvv,Rya,,,Natural Gas,CCGT,Sweden,PP,270.0,,57.6924,11.8905,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G571', u'WRI': nan, u'ENTSOE': u'46WPU0000000062N', u'CARMA': u'[38347]', u'OPSD': nan}"
