id,Name,Country,Fueltype,location,File,Technology,Capacity,lat,lon
4201,Tarasp ischla,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.92,,
4202,Tarayuela,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,59.75,,
4203,Tarbert,Ireland,Oil,,Ireland and Northern Ireland.csv,,488.0,,
4204,Tardienta,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,93.7,,
4205,Tarragona,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,802.84,,
4206,Taschinas,Switzerland,Hydro,,Switzerland Power Plant.csv,,11.33,,
4207,Tasjo,Sweden,Hydro,"Hoting, Strömsund Municipality, Jämtland County",Sweden Power Plant.csv,,14.0,,
4208,Tasnan,Switzerland,Hydro,,Switzerland Power Plant.csv,,6.6,,
4209,Tatz,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.33,,
4210,Taubenloch,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.32,,
4211,Taulan,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.2,,
4212,Tavanasa ahsag,Switzerland,Hydro,,Switzerland Power Plant.csv,,4.0,,
4213,Tavanasa kvr,Switzerland,Hydro,Engi (Glarus Süd),Switzerland Power Plant.csv,,180.0,46.9827634,9.1523442
4214,Tavascan inferior,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,31.82,,
4215,Tavascan superior,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,119.06,,
4216,Tavazzano,Italy,Natural Gas,MONTANASO LOMBARDO,Italy Power Plant.csv,,1520.0,45.33577,9.468656
4217,Tawnaghmore,Ireland,Oil,,Ireland and Northern Ireland.csv,,104.0,,
4218,Taylor's lane,United Kingdom,Natural Gas,London,UK Power Plant.csv,,144.0,51.5073219,-0.1276473
4219,Tbo rka,Norway,Natural Gas,,Norway Power Plants (ENTSOE) .csv,,196.0,,
4220,Tea,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,48.1,,
4221,Tec_bobovdol_ead,Bulgaria,Coal,,Bulgaria Power Plants ENTSOE.csv,,570.0,,
4222,Tec_maritsa_ _ad,Bulgaria,Coal,,Bulgaria Power Plants ENTSOE.csv,,120.0,,
4223,Teeside,United Kingdom,Wind,North East,UK Power Plant.csv,,62.0,50.5949824,-1.9518955
4224,Tegneby,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,11.0,,
4225,Teigitschmühle,Austria,Hydro,,Verbund Power Plant.csv,,1.0,,
4226,Teixido,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,23.1,,
4227,"Tejonero fases i, ii, iii,",Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.0,,
4228,Teleno,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,45.0,,
4229,Tella,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,50.0,,
4230,Temelin,Czech Republic,Nuclear,,EU Nuclear Power.csv,,2160.0,,
4231,Tenaris dalmine s.p.a.,Italy,Natural Gas,DALMINE,Italy Power Plant.csv,,120.0,45.649279,9.603953
4232,Tenero centrale di dotazione,Switzerland,Hydro,,Switzerland Power Plant.csv,,4.25,,
4233,Termens,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,11.92,,
4234,Termesol,Spain,Solar,,Spain Power Plants Over 10 MW.csv,,50.0,,
4235,Termini imerese c.le,Italy,Natural Gas,TERMINI IMERESE,Italy Power Plant.csv,,1340.0,37.983651,13.695554
4236,Termoelectrica aprovechamiento residuos solidos urbanos sogama,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,50.0,,
4237,Termosol,Spain,Solar,,Spain Power Plants Over 10 MW.csv,,99.8,,
4238,Termosolar borges,Spain,Solar,,Spain Power Plants Over 10 MW.csv,,24.29,,
4239,Termosolar olivenza,Spain,Solar,,Spain Power Plants Over 10 MW.csv,,50.0,,
4240,Ternberg,Austria,Hydro,,Verbund Power Plant.csv,,40.0,,
4241,Terradets,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,32.32,,
4242,Tersa,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,18.0,,
4243,Teruel,Spain,Coal,,Spain Power Plants Over 10 MW.csv,,1055.77,,
4244,Teruelo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,43.35,,
4245,Teso,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,48.0,,
4246,Teso santo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,46.0,,
4247,Test site lelystad,Netherlands,Wind,Lelystad,Netherlands Power Plant.csv,,8.3,52.53668095,5.36107150044
4248,Teufelsbruck,Germany,Hydro,Soyen,Germany Power Plants (conventional).csv,,25.0,48.1065973,12.2113356
4249,Teulada,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,33.0,,
4250,Tevla,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,60.0,,
4251,Thamshavn,Norway,Natural Gas,,Norway Power Plants (ENTSOE) .csv,,31.0,,
4252,Thanet,United Kingdom,Wind,South East,UK Power Plant.csv,,300.0,51.4510191,-0.993491340498
4253,Thatcham,United Kingdom,Oil,South East,UK Power Plant.csv,,9.0,51.4510191,-0.993491340498
4254,Thermische abfallbehandlung lauta gmbh & co. ohg,Germany,Waste,Lauta,Germany Power Plants (conventional).csv,,15.7,51.4550406,14.0950367
4255,Thetford,United Kingdom,Waste,East,UK Power Plant.csv,,39.0,52.2345714,-0.4626500837
4256,Thorenberg,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.79,,
4257,Thornhill,United Kingdom,Natural Gas,Yorkshire and the Humber,UK Power Plant.csv,,50.0,53.93188775,-1.16644892949
4258,Thorntonbank area ne,Belgium,Wind,,Belgium Power Plant.csv,,147.6,,
4259,Thorntonbank area sw,Belgium,Wind,,Belgium Power Plant.csv,,177.6,,
4260,Thun eidg.,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.44,,
4261,Thur,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.7,,
4262,Thurfeld,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.7,,
4263,Thusis,Switzerland,Hydro,,Switzerland Power Plant.csv,,4.6,,
4264,Thyrow,Germany,Natural Gas,Nunsdorf,Germany Power Plants (conventional).csv,,296.0,52.23109465,13.3241850449
4265,Ticinetto,Switzerland,Hydro,,Switzerland Power Plant.csv,,2.9,,
4266,Tiefencastel alk,Switzerland,Hydro,Baltschieder,Switzerland Power Plant.csv,,24.0,46.3079079,7.8646512
4267,Tiefencastel ost,Switzerland,Hydro,Schwanden,Switzerland Power Plant.csv,,52.0,47.0364334,7.4019812
4268,Tiefencastel west,Switzerland,Hydro,"Neuchâtel, Serrières",Switzerland Power Plant.csv,,26.0,46.98053,6.9010195
4269,Tiefstack,Germany,Coal,Hamburg,Germany Power Plants (conventional).csv,,194.0,53.550341,10.000654
4270,Tienda,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.75,,
4271,Tierfehd hintersand,Switzerland,Hydro,"Schwörstaddt, KW Ryburg-Schw.",Switzerland Power Plant.csv,,42.0,,
4272,Tierfehd limmern,Switzerland,Hydro,"Friesencham, Cham",Switzerland Power Plant.csv,,261.0,47.1968721,8.4484619
4273,Tierfehd umwälzwerk,Switzerland,Hydro,Grellingen,Switzerland Power Plant.csv,,140.0,47.4411563,7.5876358
4274,Tihange,Belgium,Nuclear,,EU Nuclear Power.csv,,3153.0,,
4275,Tijola,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,36.0,,
4276,Timpagrande,Italy,Hydro,-,Italy Power Plant.csv,,395.0,,
4277,Timsfors,Sweden,Hydro,"Markaryd Municipality, Kronoberg County",Sweden Power Plant.csv,,2.8,,
4278,Tinajeros,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,50.0,,
4279,Tineo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,44.0,,
4280,Tinfos telemark,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,70.0,,
4281,Tinizong,Switzerland,Hydro,"Vionnaz, Beffeux",Switzerland Power Plant.csv,,69.5,46.30861,6.893802
4282,Tioxide europe s.l.,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,10.0,,
4283,Tir mostyn & foel goch,United Kingdom,Wind,Wales,UK Power Plant.csv,,21.0,52.2928116,-3.7389299
4284,Tiree,United Kingdom,Oil,Scotland,UK Power Plant.csv,,3.0,56.7861112,-4.1140517
4285,Tirmadrid,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,29.8,,
4286,Tistedal,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,31.0,,
4287,Tivissa,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,34.5,,
4288,Tjeldbergodden,Norway,Natural Gas,,Norway Power Plants (ENTSOE) .csv,,38.0,,
4289,Tjodan,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,130.0,,
4290,Tjonnefoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,8.0,,
4291,Tjorhom,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,140.0,,
4292,Tjæreborg enge,Denmark,Wind,"Onshore - Tjæreborg, 10 km south of Esbjerg ",Denmark Power Plant.csv,,17.0,,
4293,Tobarra,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,70.1,,
4294,Tobarrillas,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.95,,
4295,Tobel,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.99,,
4296,Tobeläckerli,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.69,,
4297,Tocon,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.0,,
4298,Toddleburn,United Kingdom,Wind,Scotland,UK Power Plant.csv,,28.0,56.7861112,-4.1140517
4299,Todmorden,United Kingdom,Wind,Yorkshire and the Humber,UK Power Plant.csv,,13.0,53.93188775,-1.16644892949
4300,Tokke,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,480.0,,
4301,Toklev,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
4302,Tollarpabjar wind farm,Sweden,Wind,,Sweden Power Plant.csv,,2.0,,
4303,Tollbooth countries,Netherlands,Wind,Zwolle,Netherlands Power Plant.csv,,9.9,52.51456525,6.09772035968
4304,Tolsa,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,12.5,,
4305,Tongland,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,33.0,56.7861112,-4.1140517
4306,Tonstad,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,1130.0,,
4307,Toplo_ruse,Bulgaria,Coal,,Bulgaria Power Plants ENTSOE.csv,,110.0,,
4308,Tor di valle,Italy,Natural Gas,ROMA,Italy Power Plant.csv,,223.0,41.8935085,12.4825526
4309,Toran,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,13.12,,
4310,Toranzo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,18.0,,
4311,Torbole,Italy,Hydro,NAGO-TORBOLE,Italy Power Plant.csv,,110.0,45.8511589,10.8850788
4312,Tordelrabano,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.3,,
4313,Torino nord,Italy,Natural Gas,TORINO,Italy Power Plant.csv,,395.0,45.0677551,7.6824892
4314,Tornadizos avila,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.8,,
4315,Tornajuelo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,48.0,,
4316,Torness,United Kingdom,Nuclear,,EU Nuclear Power.csv,,1364.0,,
4317,Torpa,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,170.0,,
4318,Torpshammar,Sweden,Hydro,Ljungan/Gimån,Sweden Power Plant.csv,,119.0,,
4319,Torr achilty,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,15.0,56.7861112,-4.1140517
4320,Torraspapel montananesa,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,22.0,,
4321,Torre,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,16.0,,
4322,Torre juan abad,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,28.0,,
4323,Torre madrina,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,48.0,,
4324,Torre miro,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,99.0,,
4325,Torrecilla,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,38.25,,
4326,Torrejon,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,130.36,,
4327,Torrent soi,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.92,,
4328,Torrevaldaliga nord,Italy,Coal,CIVITAVECCHIA,Italy Power Plant.csv,,1980.0,42.0937524,11.7922462
4329,Torrevaldaliga south,Italy,Natural Gas,CIVITAVECCHIA,Italy Power Plant.csv,,1520.0,42.0937524,11.7922462
4330,Torsnes,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
4331,Tortola,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.3,,
4332,Tortosa,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,29.9,,
4333,Tortosa energia,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,39.58,,
4334,Torviscal,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.0,,
4335,Torviscosa,Italy,Natural Gas,TORVISCOSA,Italy Power Plant.csv,,785.0,45.822216,13.276933
4336,Tossa mola pascual,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.9,,
4337,Tosse,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,4.0,,
4338,Tourinan,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.65,,
4339,Toverud,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,8.0,,
4340,Tow law,United Kingdom,Wind,North East,UK Power Plant.csv,,2.0,50.5949824,-1.9518955
4341,Tpp_mi,Bulgaria,Coal,,Bulgaria Power Plants ENTSOE.csv,,908.0,,
4342,Tpp_mi_,Bulgaria,Coal,,Bulgaria Power Plants ENTSOE.csv,,1604.0,,
4343,Tracjusa,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,15.0,,
4344,Tractament purins agramunt,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,14.95,,
4345,Tractament purins isona,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,14.95,,
4346,Tradema,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,10.0,,
4347,Tralandsfoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,16.0,,
4348,Tranco beas,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,32.0,,
4349,Trandal,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
4350,Trapani c.le,Italy,Natural Gas,TRAPANI,Italy Power Plant.csv,,213.4,38.0160543,12.5437475
4351,Trat.lodos monzon campos,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,15.0,,
4352,Tratam.,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,14.95,,
4353,Tratam. foradada,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,14.95,,
4354,Tratamientos ambientales tercia,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,14.94,,
4355,Tratyd,Sweden,Hydro,"Markaryd Municipality, Kronoberg County",Sweden Power Plant.csv,,14.0,,
4356,Trea breisgau,Germany,Waste,Eschbach,Germany Power Plants (conventional).csv,,13.6,47.9938093,7.9733806
4357,Trea leuna,Germany,Waste,Leuna,Germany Power Plants (conventional).csv,,32.6,51.3233638,12.0195081
4358,Tremorgio,Switzerland,Hydro,,Switzerland Power Plant.csv,,10.0,,
4359,Trempel,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.8,,
4360,Trengereid,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,4.0,,
4361,Tres villas,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
4362,Trianel kohlekraftwerk lünen,Germany,Coal,Lünen,Germany Power Plants (conventional).csv,,746.0,51.6140848,7.5239978
4363,Trianel natural gaskraftwerk,Germany,Natural Gas,Hamm,Germany Power Plants (conventional).csv,,838.0,51.6616271,7.82168312485
4364,Tribunal,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,25.5,,
4365,Tricastin,France,Nuclear,,EU Nuclear Power.csv,,3820.0,,
4366,Triebenbach,Austria,Hydro,,Verbund Power Plant.csv,,10.0,,
4367,Trient,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.0,,
4368,Trier,Germany,Hydro,Trier,Germany Power Plants (conventional).csv,,18.8,49.7596208,6.6441878
4369,Triftbach,Switzerland,Hydro,,Switzerland Power Plant.csv,,2.23,,
4370,Trigo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,15.18,,
4371,Trillo,Spain,Nuclear,,EU Nuclear Power.csv,,1066.0,,
4372,Trimdon grange,United Kingdom,Wind,North East,UK Power Plant.csv,,5.0,50.5949824,-1.9518955
4373,Trofors,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,1.0,,
4374,Trolheim,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,169.0,,
4375,Tronsholen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
4376,Trucafort,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,29.85,,
4377,Truchas cinca,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,23.92,,
4378,Trun,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.6,,
4379,Trv buschhaus,Germany,Waste,Helmstedt,Germany Power Plants (conventional).csv,,37.5,52.2277037,11.0104702
4380,Tryland,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
4381,Trysglwyn,United Kingdom,Wind,Wales,UK Power Plant.csv,,6.0,52.2928116,-3.7389299
4382,Trysil,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,3.0,,
4383,Trysilfossen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,4.0,,
4384,Trümpler,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.42,,
4385,Tuggen,Sweden,Hydro,Ume älv,Sweden Power Plant.csv,,118.0,,
4386,Tummel,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,34.0,56.7861112,-4.1140517
4387,Tunnsjo,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,32.0,,
4388,Tunnsjodal,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,203.0,,
4389,Tunnsjofoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,9.0,,
4390,Turbigo,Italy,Natural Gas,MILANO,Italy Power Plant.csv,,850.0,45.4667971,9.1904984
4391,Turbigo oil,Italy,Oil,MILANO,Italy Power Plant.csv,,900.0,45.4667971,9.1904984
4392,Turbo generador tirme son reus,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,74.8,,
4393,Turbosatz,Germany,Waste,Würzburg,Germany Power Plants (conventional).csv,,22.7,49.79245,9.932966
4394,Turegano,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,15.76,,
4395,Turgi,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.0,,
4396,"Turia cogeneracion, s.a.",Spain,Waste,,Spain Power Plants Over 10 MW.csv,,15.0,,
4397,Turlough,Ireland,Hydro,,Ireland and Northern Ireland.csv,,292.0,,
4398,Turo magre,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,28.0,,
4399,Turon tj,Belgium,Oil,,Belgium Power Plant.csv,,18.6,,
4400,Turtig,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.06,,
4401,Turtmann,Switzerland,Hydro,,Switzerland Power Plant.csv,,23.9,,
4402,Tussa,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,64.0,,
4403,Tuxbach,Austria,Hydro,,Verbund Power Plant.csv,,1.0,,
4404,Tveit,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,1.0,,
4405,Tveitelva,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
4406,Tveiten,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,2.0,,
4407,Tween bridge,United Kingdom,Wind,North East,UK Power Plant.csv,,44.0,50.5949824,-1.9518955
4408,Txutxu,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,17.4,,
4409,Tyin,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,440.0,,
4410,Tynagh,Ireland,Natural Gas,,Ireland and Northern Ireland.csv,,388.5,,
4411,Tynset,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,1.0,,
4412,Tyria,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
4413,Tysseland,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
4414,Tysso,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,258.0,,
4415,Täschbach,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.65,,
4416,Töbeli,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.6,,
4417,Töging,Germany,Hydro,Töging,Germany Power Plants (conventional).csv,,85.3,49.0235538,11.5604722
4418,Törbel gappil,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.49,,
4419,U.o. mirafiori,Italy,Natural Gas,TORINO,Italy Power Plant.csv,,122.0,45.0677551,7.6824892
4420,"Ube chemical europe, s.a.",Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,16.8,,
4421,Ufefys,Spain,Oil,,Spain Power Plants Over 10 MW.csv,,13.18,,
4422,Uleberg,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,11.0,,
4423,Ulefoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,8.0,,
4424,Ulketocht,Netherlands,Wind,Dutch Crown,Netherlands Power Plant.csv,,6.0,18.0361518,-63.0418373
4425,Ulrich hartmann irsching,Germany,Natural Gas,Vohburg,Germany Power Plants (conventional).csv,,545.0,48.332822,12.3101096
4426,Ulrichen,Switzerland,Hydro,,Switzerland Power Plant.csv,,2.35,,
4427,Ulset,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,40.0,,
4428,Ulvik,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,24.0,,
4429,Ulvund,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,22.0,,
4430,Umluspen,Sweden,Hydro,Ume älv,Sweden Power Plant.csv,,100.0,,
4431,Unidad,Spain,,,Spain Power Plants Over 10 MW.csv,,40.51,,
4432,Unidad,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,49.4,,
4433,Unidad cg petronor,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,43.087,,
4434,Unidad lodos depuradoras loeches,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,19.905,,
4435,Union fenosa,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,16.5,,
4436,Union industrial papelera,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,32.583,,
4437,Unnammed,Germany,Waste,Beeskow,Germany Power Plants (conventional).csv,,18.3,52.1721569,14.2471058
4438,Unnammed,Germany,Waste,Blankenstein,Germany Power Plants (conventional).csv,,53.5,50.4019335,11.6959966
4439,Unnammed,Germany,Waste,Borken,Germany Power Plants (conventional).csv,,11.4,51.8443183,6.8582247
4440,Unteraa lungerersee,Switzerland,Hydro,"Neuchâtel, Serrières",Switzerland Power Plant.csv,,54.0,46.98053,6.9010195
4441,Unteraa melchaa,Switzerland,Hydro,,Switzerland Power Plant.csv,,12.0,,
4442,Unterbergen,Germany,Hydro,Schmiechen-Unterbergen,Germany Power Plants (conventional).csv,,12.4,48.232029,10.9431986
4443,Unterbreizbach,Germany,Natural Gas,Unterbreizbach,Germany Power Plants (conventional).csv,,33.6,50.8168388,9.9768184
4444,Unterbäch,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.85,,
4445,"Untere emmengasse, luterbach",Switzerland,Hydro,,Switzerland Power Plant.csv,,0.86,,
4446,"Untermühle, cham",Switzerland,Hydro,,Switzerland Power Plant.csv,,0.6,,
4447,Unteropfingen,Germany,Hydro,Kirchdorf,Germany Power Plants (conventional).csv,,14.2,52.5773105,8.86403635668
4448,Unterschächen,Switzerland,Hydro,,Switzerland Power Plant.csv,,2.2,,
4449,Upm augsburg,Germany,Natural Gas,Augsburg,Germany Power Plants (conventional).csv,,29.0,48.3668041,10.8986971
4450,Upm schongau,Germany,Hydro,Schongau,Germany Power Plants (conventional).csv,,10.5,47.8134687,10.8967361
4451,Upm schongau,Germany,Natural Gas,Schongau,Germany Power Plants (conventional).csv,,65.0,47.8134687,10.8967361
4452,Upm schwedt,Germany,Waste,Schwedt,Germany Power Plants (conventional).csv,,13.3,50.9295705,6.5943444
4453,Uppenborn,Germany,Hydro,Tiefenbach,Germany Power Plants (conventional).csv,,18.0,47.9263493,7.8762368
4454,Uppenborn,Germany,Hydro,Wang,Germany Power Plants (conventional).csv,,25.0,48.1188219,12.3011375
4455,Uppsala,Sweden,Waste,,Sweden Power Plant.csv,,130.0,,
4456,Urbaoil,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,10.0,,
4457,Urbaoil regeneracion aceites usados,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,10.0,,
4458,Urbel castillo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,50.0,,
4459,Urke,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
4460,Urreiting,Austria,Hydro,,Verbund Power Plant.csv,,16.0,,
4461,Urspring,Germany,Hydro,Lechbruck,Germany Power Plants (conventional).csv,,10.1,47.6987657,10.7968936
4462,Usine du chanet,Switzerland,Hydro,,Switzerland Power Plant.csv,,4.4,,
4463,Usma,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
4464,Usma_selbu,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,11.0,,
4465,Usta,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,206.0,,
4466,Ustekveikja,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,42.0,,
4467,Utb,Germany,Waste,Baruth/Mark,Germany Power Plants (conventional).csv,,16.0,52.0495441,13.5069367
4468,Utgrunden,Sweden,Wind,"Kalmarsund sound, about 12 km from Bergkvara and 8 km from the island of Öland",Sweden Power Plant.csv,,10.5,,
4469,Utiel,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,14.94,,
4470,Utisa cogetalsa,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,10.0,,
4471,Utzenstorf,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.38,,
4472,Uvdal,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,150.0,,
4473,Uzkita,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.65,,
4474,"Uznaberg, uznach",Switzerland,Hydro,,Switzerland Power Plant.csv,,0.51,,
4475,Vadheim,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,9.0,,
4476,Vado ligure,Italy,Natural Gas,QUILIANO,Italy Power Plant.csv,,800.0,44.292536,8.412652
4477,Vado ligure coal,Italy,Coal,QUILIANO,Italy Power Plant.csv,,660.0,44.292536,8.412652
4478,Vafos,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,10.0,,
4479,Vagaana,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,4.0,,
4480,Vagamo,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,7.0,,
4481,Vagen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
4482,Val giuf,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.5,,
4483,Val strem,Switzerland,Hydro,,Switzerland Power Plant.csv,,2.0,,
4484,Valbonilla,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,11.1,,
