id,CARMA,ENTSOE,GEO,OPSD,Fueltype,Technology,Country,Set,Capacity,YearCommissioned,lat,lon,File,projectID
513,Ova spin,,,Ova spin dotieranlage,Hydro,"Pumped Storage, Run-Of-River",Switzerland,PP,54.47,1969.0,46.6782585306,10.1444753501,BFE,"{u'OPSD': u'[OEU1027, OEU1028]', u'CARMA': u'[33149]'}"
514,Pallazuit,,,Pallazuit,Hydro,Reservoir,Switzerland,PP,40.0,1958.0,45.9810884929,7.189492432,BFE,"{u'OPSD': u'[OEU896]', u'CARMA': u'[33437]'}"
515,Palu ch,,,Palü,Hydro,Reservoir,Switzerland,PP,10.4,1923.0,46.3900182161,10.0242813948,BFE,"{u'OPSD': u'[OEU995, OEU996]', u'CARMA': u'[33495]'}"
516,Passau ingling,,,Passau ingling,Hydro,Run-Of-River,Germany,PP,86.4,1965.0,48.5533054,13.4336591,,"{u'OPSD': u'[BNA0784]', u'CARMA': u'[33805]'}"
517,Peccia sambuco,,,Sambuco peccia,Hydro,Pumped Storage,Switzerland,PP,54.0,1955.0,46.4156418664,8.6114740701,BFE,"{u'OPSD': u'[OEU978]', u'CARMA': u'[33991]'}"
518,Perach,,,Perach,Hydro,Run-Of-River,Germany,PP,21.0,1977.0,48.0261021,12.789632,,"{u'OPSD': u'[BNA0792]', u'CARMA': u'[34193]'}"
519,Perlen,,,Perlen wta hf,Hydro,Run-Of-River,Switzerland,PP,3.93,1981.0,47.1071639177,8.3576988286,BFE,"{u'OPSD': u'[OEU712]', u'CARMA': u'[34227]'}"
520,Peuffeyre,,,Peuffeyre,Hydro,Run-Of-River,Switzerland,PP,24.0,2004.0,46.2659833584,7.0617175648,BFE,"{u'OPSD': u'[OEU918]', u'CARMA': u'[23835]'}"
521,Pfrombach,,,Pfrombach,Hydro,Run-Of-River,Germany,PP,22.7,1929.0,48.44132,11.99233,,"{u'OPSD': u'[BNA1213]', u'CARMA': u'[34412]'}"
522,Pielweichs,,,Pielweichs,Hydro,Run-Of-River,Germany,PP,13.5,1994.0,49.79434,10.1813,,"{u'OPSD': u'[BNA1230]', u'CARMA': u'[34566]'}"
523,Pintrun,,,Pintrun,Hydro,Run-Of-River,Switzerland,PP,6.48,1944.0,46.8148577632,9.3488306445,BFE,"{u'OPSD': u'[OEU426]', u'CARMA': u'[34722]'}"
524,Piottino,,,Piottino,Hydro,Run-Of-River,Switzerland,PP,72.9,1958.0,46.4383309577,8.8399633601,BFE,"{u'OPSD': u'[OEU961]', u'CARMA': u'[34741]'}"
525,Pirmasens,,,Mhkw pirmasens,Waste,Steam Turbine,Germany,CHP,16.0,1999.0,49.22822,7.59553,,"{u'OPSD': u'[BNA1229]', u'CARMA': u'[34769]'}"
526,Plons,,,Plons,Hydro,Run-Of-River,Switzerland,PP,4.5,2002.0,47.0540573941,9.4000102403,BFE,"{u'OPSD': u'[OEU756]', u'CARMA': u'[34966]'}"
527,Ponte brolla,,,Ponte brolla,Hydro,Run-Of-River,Switzerland,PP,3.3,1958.0,46.18559009,8.7512088932,BFE,"{u'OPSD': u'[OEU988]', u'CARMA': u'[35223]'}"
528,Potsdam,,,Potsdam süd,Natural Gas,Steam Turbine,Germany,PP,81.8,1996.0,52.36605,13.11251,,"{u'OPSD': u'[BNA0814]', u'CARMA': u'[35540]'}"
529,Pradella,,,Pradella,Hydro,"Reservoir, Run-Of-River",Switzerland,PP,300.96,1970.0,46.8048197339,10.331344183,BFE,"{u'OPSD': u'[OEU1029, OEU1012]', u'CARMA': u'[35651]'}"
530,Pravizin bruggwiti,,,Flums pravizin bruggwiti,Hydro,Run-Of-River,Switzerland,PP,5.0,1988.0,47.0865591822,9.3345431732,BFE,"{u'OPSD': u'[OEU757]', u'CARMA': u'[60973]'}"
531,Prem,,,Prem,Hydro,Run-Of-River,Germany,PP,21.375,1971.0,47.692726,10.797592,,"{u'OPSD': u'[BNA1192]', u'CARMA': u'[35712]'}"
532,Prittriching,,,Prittriching,Hydro,Run-Of-River,Germany,PP,12.96,1984.0,48.21062,10.904933,,"{u'OPSD': u'[BNA1234]', u'CARMA': u'[35811]'}"
533,Prutz imst,,,Imst,Hydro,Run-Of-River,Austria,PP,90.32,1956.0,47.212246,10.721519,,"{u'OPSD': u'[BNA0496]', u'CARMA': u'[35872]'}"
534,Rain,,,Rain,Hydro,Run-Of-River,Germany,PP,11.2,1955.0,48.692383,10.897786,,"{u'OPSD': u'[BNA1235]', u'CARMA': u'[36460]'}"
535,Realta,,,Rabiusa realta,Hydro,Run-Of-River,Switzerland,PP,26.0,2004.0,46.7649113824,9.417903085,BFE,"{u'OPSD': u'[OEU416]', u'CARMA': u'[36862]'}"
536,Reckingen,,,Reckingen,Hydro,Run-Of-River,Switzerland,PP,39.5,2004.0,47.5710071549,8.3380806201,BFE,"{u'OPSD': u'[OEU516]', u'CARMA': u'[36879]'}"
537,Reichenau,,,Reichenau,Hydro,Run-Of-River,Switzerland,PP,19.06,1962.0,46.8377337086,9.4473310145,BFE,"{u'OPSD': u'[OEU448]', u'CARMA': u'[36986]'}"
538,Rempen,,,Wägital rempen,Hydro,Pumped Storage,Switzerland,PP,66.24,2012.0,47.1383731791,8.8975773606,BFE,"{u'OPSD': u'[OEU776]', u'CARMA': u'[37037]'}"
539,Rheinau ch,,,Rheinau,Hydro,Run-Of-River,Switzerland,PP,36.8,2005.0,47.6389102371,8.6016611781,BFE,"{u'OPSD': u'[OEU481]', u'CARMA': u'[37175]'}"
540,Rheinfelden,,,Rheinkraftwerk ryburg schwörstadt,Hydro,Run-Of-River,Germany,PP,34.6,1931.0,47.585377,7.832657,,"{u'OPSD': u'[BNA0859]', u'CARMA': u'[37180, 49260, 37179]'}"
541,Riddes,,,Riddes,Hydro,"Reservoir, Run-Of-River",Switzerland,PP,278.5,1992.0,46.16317412,7.21882208825,BFE,"{u'OPSD': u'[OEU888, OEU885]', u'CARMA': u'[37281]'}"
542,Ritom sbb,,,Ritom,Hydro,Reservoir,Switzerland,PP,44.0,1958.0,46.5172567651,8.6753175641,BFE,"{u'OPSD': u'[OEU955]', u'CARMA': u'[37534]'}"
543,Robbia,,,Robbia,Hydro,Reservoir,Switzerland,PP,27.0,2005.0,46.3482642227,10.0610921706,BFE,"{u'OPSD': u'[OEU998]', u'CARMA': u'[37656]'}"
544,Robiei,,,Robiei,Hydro,Pumped Storage,Switzerland,PP,173.0,1968.0,46.4449947898,8.5089015008,BFE,"{u'OPSD': u'[OEU980]', u'CARMA': u'[37677]'}"
545,Romerbrucke,,,Römerbrücke,Hard Coal,Steam Turbine,Germany,CHP,118.0,1988.0,49.223899,7.014899,,"{u'OPSD': u'[BNA0861b]', u'CARMA': u'[37892]'}"
546,Rosenheim wkw,,,Rosenheim,Hydro,Run-Of-River,Germany,PP,38.4,1960.0,47.83825,12.15333,,"{u'OPSD': u'[BNA0839]', u'CARMA': u'[37978]'}"
547,Rossens hauterive,,,Hauterive,Hydro,Reservoir,Switzerland,PP,69.7,1948.0,46.7689506687,7.1275763544,BFE,"{u'OPSD': u'[OEU600]', u'CARMA': u'[38018]'}"
548,Rostock marienehe,,,Marienehe,Natural Gas,CCGT,Germany,PP,109.5,1996.0,54.125454,12.081897,,"{u'OPSD': u'[BNA0848]', u'CARMA': u'[38028]'}"
549,Rothenbrunnen ewz,,,Rothenbrunnen ewz,Hydro,Reservoir,Switzerland,PP,179.0,1976.0,46.769921098,9.41959324325,BFE,"{u'OPSD': u'[OEU415, OEU447]', u'CARMA': u'[38051]'}"
550,Ruchlig,,,Rüchlig,Hydro,Run-Of-River,Switzerland,PP,12.05,2014.0,47.3994245678,8.05102832475,BFE,"{u'OPSD': u'[OEU648, OEU649]', u'CARMA': u'[38196]'}"
551,Rudersdorf,,,Ikw rüdersdorf,Waste,Steam Turbine,Germany,PP,35.5,2009.0,52.49028,13.82987,,"{u'OPSD': u'[BNA0855]', u'CARMA': u'[38201]'}"
552,Rupperswil auenstein,,,Rupperswil auenstein,Hydro,Run-Of-River,Switzerland,PP,41.74,1993.0,47.4111686439,8.11449882215,BFE,"{u'OPSD': u'[OEU651, OEU650]', u'CARMA': u'[38265]'}"
553,Ruppoldingen,,,Ruppoldingen,Hydro,Run-Of-River,Switzerland,PP,23.0,2000.0,47.3122915561,7.8777021742,BFE,"{u'OPSD': u'[OEU643]', u'CARMA': u'[38266]'}"
554,Russelsheim,,,Anlage rüsselsheim,Natural Gas,CCGT,Germany,IPP,128.9,1999.0,49.99204,8.41411,,"{u'OPSD': u'[BNA0857]', u'CARMA': u'[38291]'}"
555,Ryburg schworstadt,,,Ryburg schwörstadt,Hydro,Run-Of-River,Switzerland,PP,120.35,1984.0,47.5868619405,7.83370777035,BFE,"{u'OPSD': u'[OEU522, OEU523]', u'CARMA': u'[38357]'}"
556,Sackingen psp,,,Säckingen,Hydro,"Pumped Storage, Run-Of-River",Germany,PP,404.0,1959.0,47.5619736,7.95484645,,"{u'OPSD': u'[BNA0045, BNA0046]', u'CARMA': u'[38497, 38496]'}"
557,Safien,,,Safien platz,Hydro,Reservoir,Switzerland,PP,90.0,1997.0,46.6778242878,9.3158738328,BFE,"{u'OPSD': u'[OEU414]', u'CARMA': u'[38544]'}"
558,Sahli glattalp,,,Glattalp,Hydro,Run-Of-River,Switzerland,PP,9.3,1970.0,46.9176188126,8.8454988636,BFE,"{u'OPSD': u'[OEU681]', u'CARMA': u'[15230]'}"
559,Sand plessur,,,Plessurwerk,Hydro,Run-Of-River,Switzerland,PP,9.4,2011.0,46.8404306281,9.5425054184,BFE,"{u'OPSD': u'[OEU452]', u'CARMA': u'[34951]'}"
560,Sandreuth,,,Sandreuth,Natural Gas,CCGT,Germany,CHP,150.0,2005.0,49.438611,11.060556,,"{u'OPSD': u'[BNA0742, BNA0743]', u'CARMA': u'[39433]'}"
561,Sanetsch,,,Sanetsch,Hydro,Reservoir,Switzerland,PP,18.0,1966.0,46.3764261319,7.2779998535,BFE,"{u'OPSD': u'[OEU587]', u'CARMA': u'[39452]'}"
562,Sarelli,,,Sarelli,Hydro,Reservoir,Switzerland,PP,90.0,1978.0,46.9770980292,9.5386588549,BFE,"{u'OPSD': u'[OEU461]', u'CARMA': u'[39848]'}"
563,Schaffhausen,,,Schaffhausen,Hydro,Run-Of-River,Switzerland,PP,28.9,1964.0,47.6931243898,8.6304274603,BFE,"{u'OPSD': u'[OEU478]', u'CARMA': u'[40058]'}"
564,Scheuring,,,Scheuring,Hydro,Run-Of-River,Germany,PP,12.96,1980.0,48.180229,10.8833102,,"{u'OPSD': u'[BNA1246]', u'CARMA': u'[40095]'}"
565,Schiffenen,,,Schiffenen,Hydro,Reservoir,Switzerland,PP,71.0,1964.0,46.8827252047,7.1942190362,BFE,"{u'OPSD': u'[OEU603]', u'CARMA': u'[40099]'}"
566,Schlappin,,,Schlappin,Hydro,Run-Of-River,Switzerland,PP,6.1,2000.0,46.8850480052,9.8785579011,BFE,"{u'OPSD': u'[OEU455]', u'CARMA': u'[60861]'}"
567,Schongau,,,Upm schongau,Natural Gas,Steam Turbine,Germany,"PP, CHP",147.0,1969.0,47.80811,10.90251,,"{u'OPSD': u'[BNA1248a, BNA1248b]', u'CARMA': u'[40163]'}"
568,Schwabstadl,,,Schwabstadl,Hydro,Run-Of-River,Germany,PP,12.96,1981.0,48.148375,10.867023,,"{u'OPSD': u'[BNA1245]', u'CARMA': u'[40212]'}"
569,Schwammenauel,,,Schwammenauel,Hydro,Run-Of-River,Germany,PP,14.35,1938.0,50.628507,6.479111,,"{u'OPSD': u'[BNA1152]', u'CARMA': u'[40220]'}"
570,Schwanden niederenbach,,,Niederenbach,Hydro,Reservoir,Switzerland,PP,28.2,2004.0,46.9957286985,9.0871310546,BFE,"{u'OPSD': u'[OEU745]', u'CARMA': u'[40221]'}"
571,Schwanden sernf rb,,,Sernf,Hydro,Run-Of-River,Switzerland,PP,15.7,2003.0,46.9957286985,9.0871310546,BFE,"{u'OPSD': u'[OEU744]', u'CARMA': u'[60838]'}"
572,Schwarzheide,,,Schwarzheide,Natural Gas,CCGT,Germany,IPP,122.0,1994.0,51.47617,13.8891,,"{u'OPSD': u'[BNA0893]', u'CARMA': u'[40240]'}"
573,Schwedt,,,Iks pck schwedt,Oil,Steam Turbine,Germany,CHP,333.5,1972.0,53.09818,14.23454,,"{u'OPSD': u'[BNA0894a, BNA0894e, BNA0894d, BNA0894c, BNA0894b]', u'CARMA': u'[40243]'}"
574,Sedrun,,,Sedrun,Hydro,"Reservoir, Run-Of-River",Switzerland,PP,150.75,1968.0,46.670049651,8.7686035374,BFE,"{u'OPSD': u'[OEU403, OEU402]', u'CARMA': u'[40382]'}"
575,Serrig,,,Serrig,Hydro,Run-Of-River,Germany,PP,12.1,1985.0,49.566954,6.592348,,"{u'OPSD': u'[BNA1143]', u'CARMA': u'[40666]'}"
576,Shamrock,,,Shamrock,Hard Coal,Steam Turbine,Germany,PP,132.0,1957.0,51.52849121,7.17779686,,"{u'OPSD': u'[BNA0448]', u'CARMA': u'[40840]'}"
577,Siebnen,,,Wägital siebnen,Hydro,Reservoir,Switzerland,PP,51.52,1984.0,47.1716280522,8.9000673991,BFE,"{u'OPSD': u'[OEU777]', u'CARMA': u'[41511]'}"
578,Siegerland,,,Biomasse siegerland & co.kg,Waste,Steam Turbine,Germany,CHP,16.81,2006.0,50.70213,8.0732,,"{u'OPSD': u'[BNA0601]', u'CARMA': u'[63162]'}"
579,Sils khr,,,Sils,Hydro,"Reservoir, Run-Of-River",Switzerland,PP,273.0,1961.0,46.7036088766,9.4653587886,BFE,"{u'OPSD': u'[OEU433, OEU446]', u'CARMA': u'[41629]'}"
580,Simmenfluh,,,Simmenfluh,Hydro,Run-Of-River,Switzerland,PP,9.0,2000.0,46.6727987868,7.6226408406,BFE,"{u'OPSD': u'[OEU578]', u'CARMA': u'[41673]'}"
581,Soazza,,,Soazza,Hydro,Run-Of-River,Switzerland,PP,83.0,1961.0,46.3424239041,9.2121663507,BFE,"{u'OPSD': u'[OEU970]', u'CARMA': u'[42142]'}"
582,Solis,,,Solis,Hydro,Run-Of-River,Switzerland,PP,7.3,1978.0,46.6819220936,9.5252130002,BFE,"{u'OPSD': u'[OEU445]', u'CARMA': u'[42276]'}"
583,Spiez,,,Spiez,Hydro,Run-Of-River,Switzerland,PP,18.66,1986.0,46.6966510403,7.6649514724,BFE,"{u'OPSD': u'[OEU574]', u'CARMA': u'[42679]'}"
584,Spina isola,,,Spina isola,Hydro,Reservoir,Switzerland,PP,20.9,1962.0,46.431134362,9.2069991043,BFE,"{u'OPSD': u'[OEU967]', u'CARMA': u'[42689]'}"
585,Spina valbella,,,Spina valbella,Hydro,Run-Of-River,Switzerland,PP,4.2,1963.0,46.431134362,9.2069991043,BFE,"{u'OPSD': u'[OEU968]', u'CARMA': u'[47547]'}"
586,Spreetal,,,Anlage spreetal,Natural Gas,CCGT,Germany,PP,70.0,2009.0,51.516748,14.366559,,"{u'OPSD': u'[BNA0913]', u'CARMA': u'[40233]'}"
587,Stalvedro aet,,,Stalvedro aet,Hydro,Run-Of-River,Switzerland,PP,14.0,1968.0,46.5174111108,8.6776669381,BFE,"{u'OPSD': u'[OEU956]', u'CARMA': u'[43032]'}"
588,Stammham,,,Stammham,Hydro,Run-Of-River,Germany,PP,24.0,1955.0,48.24932,12.86469,,"{u'OPSD': u'[BNA0921]', u'CARMA': u'[43037]'}"
589,Stassfurt,,,Ikw staßfurt,Natural Gas,CCGT,Germany,PP,132.0,1996.0,51.865527,11.573813,,"{u'OPSD': u'[BNA0922]', u'CARMA': u'[43090]'}"
590,Stechelberg,,,Stechelberg,Hydro,Run-Of-River,Switzerland,PP,4.3,1979.0,46.544726438,7.899907479,BFE,"{u'OPSD': u'[OEU562]', u'CARMA': u'[43136]'}"
591,Steinitz field,,,Steinitz,Natural Gas,Steam Turbine,Germany,PP,11.4,1995.0,52.83005,11.10328,,"{u'OPSD': u'[BNA1403]', u'CARMA': u'[43179]'}"
592,Stendal bvt,,,Stendal,Natural Gas,Steam Turbine,Germany,PP,23.814,1994.0,52.6087132,11.8324507,,"{u'OPSD': u'[BNA1489]', u'CARMA': u'[43200]'}"
593,Strassen amlach,,,Amlach,Hydro,Run-Of-River,Austria,PP,60.0,1989.0,46.8142048,12.761757,,"{u'OPSD': u'[BNA0024]', u'CARMA': u'[43411]'}"
594,Straubing,,,Straubing,Hydro,Run-Of-River,Germany,PP,21.5,1994.0,48.89659,12.55752,,"{u'OPSD': u'[BNA0929]', u'CARMA': u'[43420]'}"
595,Sublin,,,Sublin,Hydro,Run-Of-River,Switzerland,PP,10.61,1993.0,46.2650997419,7.0401925822,BFE,"{u'OPSD': u'[OEU920, OEU919]', u'CARMA': u'[43529]'}"
596,Sudstadt,,,Südstadt,Natural Gas,CCGT,Germany,CHP,35.0,1994.0,50.91697,6.95725,,"{u'OPSD': u'[BNA0544]', u'CARMA': u'[63294]'}"
597,Sulpice,,,St.sulpice,Hydro,Run-Of-River,Switzerland,PP,3.9,1988.0,46.9106213602,6.5574514127,BFE,"{u'OPSD': u'[OEU614]', u'CARMA': u'[60909]'}"
598,Tannheim,,,Tannheim,Hydro,Run-Of-River,Germany,PP,14.5,1923.0,48.00795,10.118537,,"{u'OPSD': u'[BNA1265]', u'CARMA': u'[44546]'}"
599,Tannuwald,,,Tannuwald,Hydro,Run-Of-River,Switzerland,PP,5.2,1979.0,46.1499409889,8.1079366869,BFE,"{u'OPSD': u'[OEU994]', u'CARMA': u'[44549]'}"
600,Tavanasa kvr,,,Tavanasa kvr,Hydro,Reservoir,Switzerland,PP,180.0,1962.0,46.7510368203,9.046923928,BFE,"{u'OPSD': u'[OEU404]', u'CARMA': u'[44738]'}"
601,Temelin,,,Temelín,Nuclear,Steam Turbine,Czech Republic,PP,2157.0,,49.18109,14.38641,CEPS,"{u'OPSD': u'[OEU395, OEU394]', u'CARMA': u'[44944]'}"
602,Tenero,,,Verzasca tenero,Hydro,Run-Of-River,Switzerland,PP,4.25,1972.0,46.1816582328,8.8533094537,BFE,"{u'OPSD': u'[OEU977]', u'CARMA': u'[44979]'}"
603,Teufelsbruck,,,Teufelsbruck,Hydro,Run-Of-River,Germany,PP,25.0,1938.0,48.05736,12.22093,,"{u'OPSD': u'[BNA0912]', u'CARMA': u'[45135]'}"
604,Thusis,,,Thusis,Hydro,Run-Of-River,Switzerland,PP,4.6,1968.0,46.6901486217,9.4428840845,BFE,"{u'OPSD': u'[OEU434]', u'CARMA': u'[45351]'}"
605,Tiefencastel ost,,,Tiefencastel ost,Hydro,Reservoir,Switzerland,PP,52.0,1970.0,46.6644016578,9.5627034744,BFE,"{u'OPSD': u'[OEU443]', u'CARMA': u'[45408]'}"
606,Tiefencastel west,,,Tiefencastel west,Hydro,Run-Of-River,Switzerland,PP,26.0,1949.0,46.6644016578,9.5627034744,BFE,"{u'OPSD': u'[OEU444]', u'CARMA': u'[45407]'}"
607,Tierfehd hintersand,,,Tierfehd hintersand,Hydro,Run-Of-River,Switzerland,PP,42.0,1968.0,46.8761153436,8.987029349,BFE,"{u'OPSD': u'[OEU727]', u'CARMA': u'[45420]'}"
608,Tierfehd limmern,,,Tierfehd limmern,Hydro,Reservoir,Switzerland,PP,261.0,1964.0,46.8761153436,8.987029349,BFE,"{u'OPSD': u'[OEU725]', u'CARMA': u'[45421]'}"
609,Tine,,,Monthey tine,Hydro,Run-Of-River,Switzerland,PP,9.8,1994.0,46.2492602077,6.9472070532,BFE,"{u'OPSD': u'[OEU925]', u'CARMA': u'[45491]'}"
610,Tinizong,,,Tinizong,Hydro,Reservoir,Switzerland,PP,69.5,1971.0,46.5825064851,9.6106483576,BFE,"{u'OPSD': u'[OEU441]', u'CARMA': u'[45511]'}"
611,Toging,,,Töging,Hydro,Run-Of-River,Germany,PP,85.3,1924.0,48.2518176,12.5873078,,"{u'OPSD': u'[BNA0950]', u'CARMA': u'[45650]'}"
612,Trea breisgau,,,Trea breisgau,Waste,Steam Turbine,Germany,PP,15.0,2005.0,47.89061,7.61608,,"{u'OPSD': u'[BNA1139]', u'CARMA': u'[46192]'}"
613,Trea leuna,,,Trea leuna,Waste,Steam Turbine,Germany,PP,33.55,2005.0,51.29976,12.0193,,"{u'OPSD': u'[BNA0590, BNA0591]', u'CARMA': u'[46193]'}"
614,Tremorgio,,,Tremorgio,Hydro,Reservoir,Switzerland,PP,10.0,1925.0,46.4902114363,8.7367042463,BFE,"{u'OPSD': u'[OEU957]', u'CARMA': u'[46216]'}"
615,Trier,,,Trier,Hydro,Run-Of-River,Germany,PP,18.8,1961.0,49.728029,6.624451,,"{u'OPSD': u'[BNA1269]', u'CARMA': u'[46290]'}"
616,Turtmann,,,Turtmann,Hydro,Reservoir,Switzerland,PP,24.0,1954.0,46.2954022598,7.6859983641,BFE,"{u'OPSD': u'[OEU853]', u'CARMA': u'[46671]'}"
617,Wasserburg,,,Wasserburg,Hydro,Run-Of-River,Germany,PP,28.95,1938.0,48.05699,12.22074,,"{u'OPSD': u'[BNA1013]', u'CARMA': u'[63844, 48996]'}"
618,Ummeln,,,Gasturbinenkraftwerk bielefeld ummeln,Natural Gas,OCGT,Germany,PP,60.0,1975.0,51.98396,8.45139,,"{u'OPSD': u'[BNA0099]', u'CARMA': u'[47028]'}"
619,Unterbergen,,,Unterbergen,Hydro,Run-Of-River,Germany,PP,12.96,1983.0,48.237449,10.92718,,"{u'OPSD': u'[BNA1247]', u'CARMA': u'[47154]'}"
620,Unterbreizbach,,,Unterbreizbach,Natural Gas,Steam Turbine,Germany,PP,33.6,1965.0,50.81319,9.97752,,"{u'OPSD': u'[BNA1271]', u'CARMA': u'[47155]'}"
621,Unteropfingen,,,Unteropfingen,Hydro,Run-Of-River,Germany,PP,14.2,1959.0,48.0612649,10.1284379,,"{u'OPSD': u'[BNA1175]', u'CARMA': u'[47167]'}"
622,Uppenbornwerk,,,Uppenborn,Hydro,Run-Of-River,Germany,PP,43.1,1930.0,48.473474,11.95481,,"{u'OPSD': u'[BNA1008]', u'CARMA': u'[47193]'}"
623,Velsen,,,Ava velsen,Waste,Steam Turbine,Germany,PP,20.8,1997.0,49.21387,6.83445,,"{u'OPSD': u'[BNA1244]', u'CARMA': u'[47917]'}"
624,Verbano,,,Verbano,Hydro,Reservoir,Switzerland,PP,181.0,1953.0,46.1320005059,8.71711499595,BFE,"{u'OPSD': u'[OEU984, OEU983]', u'CARMA': u'[47970, 47969]'}"
625,Vernayaz,,,Vernayaz cff,Hydro,Reservoir,Switzerland,PP,92.0,1990.0,46.1332077915,7.0359833701,BFE,"{u'OPSD': u'[OEU909]', u'CARMA': u'[48000]'}"
626,Vieze,,,Monthey vièze,Hydro,Run-Of-River,Switzerland,PP,13.6,1999.0,46.2492602077,6.9472070532,BFE,"{u'OPSD': u'[OEU924]', u'CARMA': u'[48143]'}"
627,Vissoie,,,"Vissoie ""groupe auxiliaire""",Hydro,"Reservoir, Run-Of-River",Switzerland,PP,50.68,1958.0,46.2099376546,7.5859698337,BFE,"{u'OPSD': u'[OEU858, OEU859]', u'CARMA': u'[48398]'}"
628,Vohburg,,,Vohburg,Hydro,Run-Of-River,Germany,PP,23.31,1992.0,48.778103,11.60119,,"{u'OPSD': u'[BNA0996]', u'CARMA': u'[48477]'}"
629,Walchensee,,,Walchensee,Hydro,Reservoir,Germany,PP,124.0,1924.0,47.631354,11.337054,,"{u'OPSD': u'[BNA0540]', u'CARMA': u'[48773]'}"
630,Waldhalde,,,Waldhalde,Hydro,Run-Of-River,Switzerland,PP,3.33,1967.0,47.1791652701,8.6284758673,BFE,"{u'OPSD': u'[OEU784]', u'CARMA': u'[48784]'}"
631,Waldshut,,,Waldshut,Hydro,Pumped Storage,Germany,PP,158.4,1951.0,47.61777,8.1926,,"{u'OPSD': u'[BNA1003]', u'CARMA': u'[48792]'}"
632,Walheim,,,Walheim,Hard Coal,Steam Turbine,Germany,PP,383.246,1964.0,49.017472,9.157389,,"{u'OPSD': u'[BNA1006, BNA1005]', u'CARMA': u'[48803]'}"
633,Wassen,,,Wassen,Hydro,Run-Of-River,Switzerland,PP,58.0,1992.0,46.7156913962,8.6101469724,BFE,"{u'OPSD': u'[OEU664]', u'CARMA': u'[48993]'}"
634,Wernisberg,,,Wernisberg,Hydro,Run-Of-River,Switzerland,PP,20.4,1966.0,46.9962188228,8.6512442567,BFE,"{u'OPSD': u'[OEU685]', u'CARMA': u'[30859]'}"
635,West,,,West,Hard Coal,Steam Turbine,Germany,CHP,236.0,1989.0,50.09843,8.65313,,"{u'OPSD': u'[BNA0289b, BNA0290]', u'CARMA': u'[17959]'}"
636,Wettingen,,,Wettingen dotieranlage,Hydro,Run-Of-River,Switzerland,PP,27.45,1964.0,47.4567281543,8.3211635802,BFE,"{u'OPSD': u'[OEU790, OEU789]', u'CARMA': u'[49478]'}"
637,Wildegg brugg,,,Wildegg brugg,Hydro,Run-Of-River,Switzerland,PP,51.9,1953.0,47.4601430444,8.1664465444,BFE,"{u'OPSD': u'[OEU653, OEU654]', u'CARMA': u'[49704]'}"
638,Wintrich,,,Wintrich,Hydro,Run-Of-River,Germany,PP,20.0,1965.0,49.879784,6.948762,,"{u'OPSD': u'[BNA1066]', u'CARMA': u'[49874]'}"
639,Witznau,,,Witznau,Hydro,Pumped Storage,Germany,PP,220.0,1943.0,47.68791,8.25159,,"{u'OPSD': u'[BNA1071]', u'CARMA': u'[49939]'}"
640,Wolfenschiessen,,,Wolfenschiessen,Hydro,Run-Of-River,Switzerland,PP,8.6,1983.0,46.914146486,8.3979198799,BFE,"{u'OPSD': u'[OEU694, OEU696]', u'CARMA': u'[50031]'}"
641,Wolfsburg west,,,West,Hard Coal,Steam Turbine,Germany,CHP,504.0,1985.0,52.44223,10.76454,,"{u'OPSD': u'[BNA1076b]', u'CARMA': u'[50034, 50035]'}"
642,Worth,,,Wörth,Natural Gas,Steam Turbine,Germany,PP,61.65,2008.0,49.06996,8.30702,,"{u'OPSD': u'[BNA1078]', u'CARMA': u'[50129]'}"
643,Wyhlen,,,Wyhlen,Hydro,Run-Of-River,Germany,PP,44.593,1912.0,47.5523554,7.6580881,,"{u'OPSD': u'[BNA0362]', u'CARMA': u'[50234]'}"
644,Zeltingen,,,Zeltingen,Hydro,Run-Of-River,Germany,PP,13.6,1964.0,49.951074,7.023166,,"{u'OPSD': u'[BNA1287]', u'CARMA': u'[50956]'}"
645,Zermatt wiesti,,,Wiesti,Hydro,Run-Of-River,Switzerland,PP,3.442,1990.0,46.0243792554,7.7525702654,BFE,"{u'OPSD': u'[OEU828]', u'CARMA': u'[50974]'}"
646,Zervreila,,,Seekraftwerk zervreila,Hydro,Reservoir,Switzerland,PP,22.0,1999.0,46.5789495911,9.1193155643,BFE,"{u'OPSD': u'[OEU413]', u'CARMA': u'[40398]'}"
647,Zielitz,,,Zielitz,Natural Gas,Steam Turbine,Germany,PP,52.0,1996.0,52.29848,11.67963,,"{u'OPSD': u'[BNA1089]', u'CARMA': u'[51010]'}"
648,Abono,Aboño,Abono,,Hard Coal,Steam Turbine,Spain,PP,921.7,,43.5528,-5.7231,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G203', u'ENTSOE': u'[18WABO2-12345-0N, 18WABO1-12345-0X]', u'CARMA': u'[139]'}"
649,Abwinden asten,Abwinden asten,Abwinden asten,,Hydro,Run-Of-River,Austria,PP,173.1,,48.24798,14.4305,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G737', u'ENTSOE': u'[14W-BAA-KW-----D]', u'CARMA': u'[170]'}"
